900 46124
55 17 56.450150
98 97 73.838944
42 17 82.859472
37 51 89.281371
66 86 88.677057
10 54 58.686611
31 15 62.055064
45 23 94.474016
22 63 61.381247
92 5 86.900625
22 0 94.491902
8 56 98.522079
69 74 60.464207
45 45 69.627866
37 94 70.153847
83 56 89.597976
94 63 80.851107
12 49 97.704670
88 76 98.483807
69 57 80.056096
61 40 58.064259
3 50 50.589777
44 30 98.243756
64 53 72.819886
81 90 64.794823
21 67 77.613999
98 96 57.417835
81 43 55.483938
41 86 61.743964
18 19 67.625152
72 24 75.896704
40 54 68.194114
89 36 91.464095
92 20 58.756176
45 77 57.475485
79 76 80.141153
5 80 67.442786
80 36 69.530550
67 2 74.615168
16 47 78.824033
24 99 56.431174
33 95 69.107070
62 34 77.346113
62 25 66.895381
74 9 88.734936
31 2 97.499960
66 15 56.493357
74 46 69.586043
95 28 95.204630
76 81 54.977164
76 5 99.642139
82 83 53.268889
46 97 55.566942
63 13 97.885895
58 18 76.088775
77 7 70.361764
8 52 75.499894
74 6 83.506610
71 21 75.845703
45 80 87.243859
90 3 51.131762
2 59 51.742406
19 98 55.437973
92 24 92.595857
52 85 60.498582
86 63 62.913458
66 34 72.737010
78 66 77.941368
45 66 82.444008
53 67 97.352178
84 88 56.765401
39 60 88.875182
78 90 66.459248
23 68 84.111514
5 7 55.770563
36 56 55.194184
84 24 81.611474
44 19 62.263920
47 58 74.780228
87 92 76.816104
4 25 67.241084
67 75 74.422367
49 90 80.084993
98 36 72.808026
31 93 72.308262
21 6 56.173768
42 18 93.169790
84 0 97.808156
61 63 89.680379
84 36 69.015493
9 81 85.052015
29 31 90.812140
88 81 70.757899
51 32 90.489988
56 35 83.407997
90 77 81.256481
80 87 53.403446
86 72 56.145007
19 50 59.197849
98 4 85.847455
62 56 53.497185
14 29 65.963250
43 36 74.722637
39 15 69.956433
14 71 50.074764
88 27 80.493200
10 37 75.150617
62 67 81.686237
38 35 92.757120
83 16 99.930844
68 46 58.502341
44 1 59.998204
81 56 74.353211
80 80 88.587335
22 14 82.806230
26 33 96.661472
37 10 94.761103
84 30 75.976020
42 59 94.469628
28 31 84.441482
46 44 94.991513
58 53 79.521643
38 96 75.253622
22 83 65.749412
19 53 70.011631
83 4 58.661619
62 44 97.005892
45 46 73.415078
50 74 64.806626
59 80 56.203741
81 87 59.262532
56 41 68.303811
91 12 72.166991
45 5 83.985169
24 19 88.260244
49 62 72.241754
44 72 64.478369
12 89 63.410861
56 97 53.927992
86 13 57.235488
44 6 63.341705
14 34 62.430333
38 1 67.233692
71 17 87.694916
94 69 51.017668
45 57 50.039922
43 19 84.356389
34 21 95.778771
20 96 76.015942
82 55 78.826017
93 84 80.220253
18 15 71.007454
84 16 58.347660
48 92 55.473875
32 68 86.756866
32 87 78.359291
24 4 64.135494
82 89 83.762759
36 59 51.774369
43 75 78.942120
50 80 89.966500
29 68 61.036901
56 56 97.245932
32 36 62.133490
69 35 95.022070
6 82 85.506176
62 30 84.375245
2 3 59.500439
98 92 98.917037
46 16 88.303237
10 13 66.735927
24 56 62.258742
11 93 50.733570
78 8 83.969619
51 77 99.953658
31 74 51.751238
52 59 84.009541
84 97 84.310046
10 73 97.530009
46 39 60.025483
2 86 63.136063
29 53 77.750262
46 84 81.032937
83 96 71.483723
97 42 83.224137
48 4 67.789803
6 29 99.843015
78 50 97.359631
87 95 51.552562
64 35 51.617384
58 7 76.301751
89 85 91.519061
50 44 62.654285
8 31 73.547683
13 59 53.652552
31 35 57.676356
98 3 59.053859
6 19 88.027796
96 11 67.176794
66 27 57.970895
72 83 76.331033
91 17 83.912722
1 2 70.229637
31 95 77.064603
23 98 67.882341
32 58 70.183295
28 66 78.815841
71 30 51.891882
92 52 54.493342
36 33 76.345851
57 16 61.917364
28 85 67.629405
80 2 54.096113
14 63 92.950301
50 48 89.113128
55 44 87.320250
6 11 60.740104
69 88 88.956143
61 1 84.679881
52 45 62.292666
6 15 90.573527
54 14 60.981632
70 2 53.811728
63 62 53.227812
69 43 84.529316
5 41 57.464279
78 6 60.904168
86 46 93.583174
66 10 95.492076
11 70 78.080962
88 6 51.554070
86 58 71.823109
41 8 61.993684
13 98 71.783707
35 48 98.887712
50 54 79.876025
49 67 91.967002
98 10 77.703553
90 85 81.767906
29 61 96.460344
35 62 54.049404
18 22 93.685270
28 74 64.089749
65 11 58.145517
17 94 86.635572
65 88 53.202877
31 96 95.465767
91 38 97.375676
66 18 92.159020
14 30 80.145648
60 29 59.668342
34 89 82.732547
61 93 91.127281
26 84 63.480070
41 56 85.960360
40 75 75.656596
82 46 70.944349
26 4 96.864528
50 38 69.239771
8 66 66.436425
44 24 74.945490
46 77 70.793840
51 66 88.259534
90 30 86.939174
27 1 92.577547
18 84 87.147246
5 10 66.815199
70 84 84.544550
28 82 64.850799
56 3 98.583105
0 95 81.004893
54 59 68.900204
50 73 92.268375
3 31 95.094642
25 68 77.045721
31 66 78.903947
80 6 98.297519
28 67 72.511488
39 51 76.279623
42 98 90.456539
71 31 52.657136
63 19 85.947965
11 98 73.189087
27 83 93.784417
5 88 99.428035
91 48 59.149446
54 86 69.441013
43 31 70.372384
6 72 56.013974
29 15 88.680784
29 91 86.808809
33 9 80.959464
12 63 59.474624
84 70 75.068343
41 0 67.898638
11 73 52.052171
61 56 62.215589
33 46 84.713836
71 13 86.596721
23 7 77.066389
72 55 83.296941
20 51 67.601614
55 62 95.966592
25 9 75.565316
72 73 62.696256
6 58 73.012313
74 80 54.469263
21 99 60.993775
48 17 95.523801
15 68 80.748886
69 95 51.450314
73 11 98.180937
94 14 66.696851
61 81 74.639401
0 3 91.965354
29 74 66.124886
8 5 83.788847
18 60 61.406367
72 39 86.497271
58 12 89.802821
19 93 50.087150
89 43 73.306080
29 80 70.762284
10 42 59.561774
42 77 98.374423
35 73 88.660922
86 88 61.613945
2 32 60.590012
12 72 73.374758
97 17 98.210666
19 94 87.656401
51 0 56.671699
29 66 65.812280
6 92 83.622993
79 64 82.237016
45 91 78.508536
99 20 56.635306
88 62 86.706279
17 69 89.502311
52 94 52.159107
25 61 67.455166
88 38 90.952625
36 58 50.340044
94 50 84.152017
95 8 65.592026
74 29 92.305397
20 32 50.276903
72 72 99.380873
17 97 53.711764
7 59 86.774174
94 25 89.183693
4 39 53.798914
15 39 60.080254
86 98 59.945978
59 16 63.360688
65 64 58.454677
13 77 98.606900
92 87 74.974633
21 17 69.044689
34 7 71.981658
4 93 73.185299
73 44 56.701090
41 96 78.653357
82 39 88.997579
89 81 90.324083
58 35 60.890373
16 19 67.506116
12 29 96.959389
59 91 97.596652
32 47 57.008427
88 86 99.118496
91 1 65.051818
98 51 97.961052
91 15 99.458539
28 78 99.203835
28 19 63.553079
16 32 91.763936
51 53 99.480738
22 17 62.933952
46 13 95.475700
39 4 86.254912
76 75 52.117645
41 82 99.274614
41 71 96.335166
22 43 62.063623
67 86 62.635301
25 42 54.789843
3 74 60.670522
79 41 87.609934
10 95 73.834533
82 5 82.652180
55 58 60.795233
38 80 80.535623
64 33 61.305537
91 47 99.792813
94 13 70.859706
45 39 72.195911
88 66 67.298928
16 79 67.819095
89 67 69.792563
17 84 74.307355
11 35 66.937591
5 84 84.844381
26 68 72.268408
55 78 66.396130
19 31 84.048215
76 13 85.821486
35 46 58.160067
94 41 83.528954
59 22 98.755438
70 60 53.635767
60 31 69.783866
29 5 50.873083
51 80 52.910380
77 61 66.119032
89 5 62.936706
24 37 65.545682
33 19 70.908876
24 3 73.607228
69 24 53.155616
64 88 94.743408
41 17 56.259408
53 83 63.950849
35 45 75.279031
33 74 67.564946
17 73 63.743661
10 63 96.138738
81 52 89.760856
89 62 81.042590
16 24 63.957833
49 71 59.553419
6 25 55.349945
8 62 80.895424
25 26 94.397800
79 71 77.618352
66 47 97.291555
34 52 78.446015
37 23 63.439839
61 7 55.451621
8 64 61.974968
0 899 124.390553 33.301652
0 897 118.174777 19.416488
0 896 163.517668 10.049876
0 888 126.136718 59.464275
0 866 123.995537 51.865210
0 864 195.755733 42.190046
0 857 152.010129 60.008333
0 856 155.086901 12.369317
0 853 137.573484 32.280025
0 852 199.224585 38.327536
0 844 161.398132 11.045361
0 842 127.060301 40.792156
0 835 111.743402 23.537205
0 830 189.299830 70.434367
0 829 177.618364 5.099020
0 823 146.873294 49.091751
0 818 116.787153 27.730849
0 812 169.895839 18.248288
0 802 126.395006 16.278821
0 800 178.872332 20.615528
0 797 197.811505 58.523500
0 796 145.501844 69.570109
0 788 189.572222 36.619667
0 787 159.602354 32.572995
0 785 134.297443 31.064449
0 783 144.808926 23.000000
0 775 154.185463 32.249031
0 772 191.189473 67.119297
0 769 171.688603 31.622777
0 762 165.088706 29.732137
0 743 115.139409 41.436699
0 734 196.079156 27.202941
0 722 183.263482 30.000000
0 717 178.657078 38.639358
0 710 122.215874 29.966648
0 701 107.259020 25.000000
0 694 174.412810 6.324555
0 692 174.226003 34.928498
0 682 162.345920 54.488531
0 666 111.986294 24.515301
0 665 173.450589 16.031220
0 655 123.744053 7.280110
0 641 139.046596 11.704700
0 639 185.193991 13.341664
0 634 113.043883 39.357337
0 633 116.664959 56.400355
0 631 132.067284 16.643317
0 630 129.831036 37.013511
0 621 186.560799 26.305893
0 620 158.462291 41.629317
0 601 108.703368 20.615528
0 598 184.372304 59.615434
0 587 103.964135 12.649111
0 583 198.275590 42.449971
0 581 143.974658 27.313001
0 580 138.261578 13.152946
0 574 143.084516 30.083218
0 568 198.160121 8.602325
0 562 129.451051 11.661904
0 558 114.773119 16.124515
0 557 163.248826 60.901560
0 553 144.590460 20.591260
0 538 110.852274 21.260292
0 505 146.512309 40.049969
0 504 123.247538 52.630789
0 502 133.068148 30.083218
0 500 153.771328 57.706152
0 499 197.660348 17.720045
0 480 107.294152 28.071338
0 463 116.117249 9.848858
0 456 109.646643 21.931712
0 454 180.744741 16.278821
0 446 139.861301 8.544004
0 440 148.693238 15.297059
0 439 165.938731 45.453273
0 437 152.905184 59.228372
0 431 165.358198 58.694122
0 429 198.006016 29.274562
0 419 182.736220 63.505905
0 417 151.918997 12.529964
0 412 156.468306 15.524175
0 407 191.439588 26.248809
0 404 136.291301 25.059928
0 401 160.432441 35.014283
0 398 189.715178 21.587033
0 397 180.265959 13.453624
0 393 198.694019 49.254441
0 379 132.799693 36.055513
0 361 178.426080 25.000000
0 357 128.145069 41.000000
0 356 147.572812 12.369317
0 348 141.674906 33.970576
0 346 172.735529 28.792360
0 338 158.425086 55.946403
0 335 188.187215 10.198039
0 326 195.983067 41.880783
0 321 191.493235 28.301943
0 320 141.958543 32.449961
0 304 193.643415 32.557641
0 281 198.787386 29.068884
0 257 158.075791 22.022716
0 252 103.290058 17.204651
0 248 179.532127 43.081318
0 246 197.937093 22.203603
0 234 151.983296 3.605551
0 230 145.470859 31.384710
0 228 150.842277 39.408121
0 219 117.341494 14.560220
0 212 143.476874 17.464249
0 210 133.578497 47.010637
0 208 169.260491 43.289722
0 200 199.945181 37.013511
0 199 125.018085 47.434165
0 188 105.551791 46.065171
0 165 160.377622 73.355300
0 162 114.733262 30.083218
0 155 185.817750 37.000000
0 152 159.071641 11.180340
0 150 147.532955 39.824616
0 146 164.243830 34.000000
0 145 187.216710 37.107951
0 144 195.105767 38.600518
0 140 105.918736 26.907248
0 132 159.952240 21.377558
0 130 153.530853 56.462377
0 129 194.105950 19.026298
0 124 155.935307 49.678969
0 118 145.024088 50.089919
0 117 136.064493 26.476405
0 114 149.578722 37.576588
0 113 143.811475 31.400637
0 112 194.140284 11.401754
0 108 152.868780 18.681542
0 71 123.343602 5.385165
0 70 192.077377 36.400549
0 69 104.852076 15.524175
0 49 168.814460 43.011626
0 48 142.919654 26.400758
0 40 122.193570 20.099751
0 37 112.291335 28.635642
0 36 176.498151 33.000000
0 35 191.454061 28.160256
0 25 112.236516 18.027756
0 12 101.516236 27.586228
1 870 197.005852 50.219518
1 869 172.614138 40.112342
1 866 116.249498 23.769729
1 857 182.823602 48.270074
1 851 131.685778 58.796258
1 848 163.782453 29.732137
1 821 147.067432 36.069378
1 810 118.902489 7.810250
1 805 158.888220 26.925824
1 801 152.986168 21.954498
1 789 178.854728 2.828427
1 778 112.419074 33.600595
1 759 147.092118 76.941536
1 743 134.790035 96.332757
1 736 157.443162 23.021729
1 710 183.156611 40.261644
1 708 184.368757 33.015148
1 697 101.254637 9.055385
1 683 177.296895 56.080300
1 658 137.237537 8.544004
1 624 124.598238 34.000000
1 622 169.374272 56.727418
1 602 142.089613 63.600314
1 586 193.412698 44.654227
1 561 112.293926 85.586214
1 560 164.283183 52.325902
1 535 105.704033 73.061618
1 525 188.792077 45.880279
1 523 155.737244 8.602325
1 520 117.940549 18.357560
1 513 190.308312 36.496575
1 508 152.743096 9.848858
1 494 190.554686 79.246451
1 487 106.557810 30.000000
1 472 135.566698 62.649820
1 454 122.240465 78.917679
1 451 170.340264 39.849718
1 444 182.634130 10.630146
1 438 141.142953 74.006756
1 435 129.228484 13.000000
1 386 135.620298 44.777226
1 342 119.997681 11.000000
1 334 141.647558 19.104973
1 319 182.712416 68.410526
1 311 154.787716 7.211103
1 310 199.090720 79.755878
1 309 165.869027 45.541190
1 308 139.156473 26.172505
1 267 100.345357 2.236068
1 262 143.165922 53.907328
1 259 176.394009 22.022716
1 258 124.943595 49.406477
1 253 112.540195 9.486833
1 244 118.483622 22.203603
1 241 118.356293 68.949257
1 221 124.834121 24.186773
1 209 182.766805 3.162278
1 201 124.060326 12.529964
1 195 113.626198 84.291162
1 157 138.504049 25.709920
1 138 142.000875 51.264022
1 125 103.934510 26.570661
1 121 191.247144 37.000000
1 111 132.555561 21.189620
1 93 110.492320 33.541020
1 74 126.813842 26.683328
1 55 154.796026 31.384710
1 27 180.832584 42.059482
1 17 109.447972 26.000000
1 11 195.938980 33.526109
1 6 110.061068 38.910153
2 896 145.068271 38.832976
2 890 115.936661 39.217343
2 864 151.708626 43.416587
2 846 127.780686 43.965896
2 837 170.724377 49.819675
2 816 150.799346 7.071068
2 794 193.649714 69.921384
2 755 109.880850 11.045361
2 752 151.144703 21.000000
2 748 136.815636 13.416408
2 744 186.274860 8.062258
2 735 176.088298 26.172505
2 732 149.355830 39.560081
2 730 104.758482 16.278821
2 728 194.444591 16.124515
2 719 174.189951 18.439089
2 717 187.525287 81.215762
2 713 118.504917 14.000000
2 711 187.816149 22.561028
2 695 126.029335 48.414874
2 693 160.505792 14.035669
2 673 191.750659 21.095023
2 665 117.276480 32.802439
2 664 193.061354 17.804494
2 660 102.242979 60.008333
2 655 144.090322 52.554733
2 641 147.857380 35.355339
2 640 183.075563 10.198039
2 638 153.538295 11.180340
2 618 143.796359 34.655447
2 595 193.136631 43.046487
2 582 198.606565 28.635642
2 581 159.733021 55.470713
2 564 144.845257 13.152946
2 550 126.387252 4.242641
2 522 130.457398 15.652476
2 501 195.644603 23.706539
2 468 120.036965 23.259407
2 446 140.338248 41.109610
2 441 146.789306 25.059928
2 428 156.852601 67.052218
2 404 126.613107 30.016662
2 400 122.877603 80.622577
2 373 106.208431 37.854986
2 369 131.371589 78.854296
2 363 117.322194 42.579338
2 355 180.398382 48.764741
2 338 118.896876 9.219544
2 325 135.827111 65.513357
2 310 168.214531 47.169906
2 309 144.926211 82.462113
2 285 196.332903 18.439089
2 278 159.965189 34.885527
2 275 162.202691 7.615773
2 264 189.394257 4.472136
2 251 162.208168 22.561028
2 245 106.293013 6.324555
2 242 137.251637 65.734314
2 237 145.283731 7.071068
2 233 159.831308 22.803509
2 180 181.047996 48.836462
2 175 138.420362 74.000000
2 160 158.437873 77.665951
2 113 140.781017 17.117243
2 108 183.265619 53.758720
2 107 184.825124 42.544095
2 100 171.238415 22.561028
2 59 178.910222 38.483763
2 53 104.862089 13.601471
2 39 111.576662 44.911023
2 33 125.699528 31.575307
2 31 161.714690 9.219544
2 24 138.189770 43.931765
2 23 148.577131 30.364453
3 880 167.923121 5.656854
3 874 169.561359 24.698178
3 858 165.899325 52.239832
3 850 148.321503 80.230917
3 844 188.458235 61.619802
3 828 101.726437 11.401754
3 799 116.536034 18.867962
3 795 133.384446 24.041631
3 792 198.059340 42.953463
3 786 176.501223 18.439089
3 785 195.587137 34.785054
3 764 187.453597 11.704700
3 757 138.709391 51.662365
3 753 101.880150 21.260292
3 747 124.705234 58.600341
3 727 183.993122 2.000000
3 721 161.711458 23.086793
3 712 105.753230 11.401754
3 711 122.413484 34.365681
3 705 120.149330 5.000000
3 699 146.534247 45.276926
3 683 105.679103 22.561028
3 677 104.974454 4.123106
3 654 117.772661 60.415230
3 643 184.589325 19.209373
3 636 109.836544 29.681644
3 627 129.349324 104.484449
3 620 110.288853 18.439089
3 610 171.551233 25.000000
3 588 167.539093 20.591260
3 585 158.865984 81.394103
3 568 139.474354 57.454330
3 567 137.100452 18.027756
3 565 124.765310 60.406953
3 559 187.795857 85.440037
3 556 125.558687 12.369317
3 548 126.491746 22.135944
3 544 104.331891 38.078866
3 543 158.943133 56.603887
3 542 124.551086 19.924859
3 541 180.833114 9.055385
3 535 154.530270 42.520583
3 530 112.004683 16.492423
3 509 119.542505 8.544004
3 503 156.410419 59.304300
3 498 136.709917 82.006097
3 488 103.535627 27.073973
3 483 118.121877 31.256999
3 472 142.463147 10.049876
3 450 125.949111 11.401754
3 438 138.271207 31.320920
3 431 188.997394 25.806976
3 426 131.628214 17.088007
3 423 143.245662 33.241540
3 406 106.770055 58.309519
3 398 116.217539 39.560081
3 393 153.082205 39.560081
3 392 136.119379 12.806248
3 389 126.506392 37.656341
3 383 124.633439 42.059482
3 380 103.658473 68.264193
3 377 185.372376 41.593269
3 366 164.107793 22.847319
3 355 140.758925 15.811388
3 339 110.137686 36.235342
3 332 151.903650 16.124515
3 331 166.317612 58.051701
3 299 136.629432 19.697716
3 298 156.235541 31.622777
3 278 125.260744 29.681644
3 272 161.180519 2.236068
3 266 137.068655 60.827625
3 265 179.791014 8.062258
3 263 173.185202 11.180340
3 250 156.611160 14.000000
3 249 136.201433 16.552945
3 240 109.895119 64.776539
3 217 160.146788 19.416488
3 216 154.323310 67.186308
3 198 152.358266 23.323808
3 190 186.095899 25.298221
3 172 192.594517 10.630146
3 123 141.355660 12.041595
3 120 117.724113 13.601471
3 119 135.840179 25.079872
3 104 148.125715 46.097722
3 102 133.941652 41.340053
3 92 188.922384 22.803509
3 81 184.245094 38.897301
3 72 160.448044 65.741920
3 66 113.555823 39.217343
3 64 187.903567 17.464249
3 59 145.820421 26.400758
3 39 177.663616 15.000000
3 8 128.662492 10.630146
3 5 155.958106 20.615528
4 898 129.567266 26.400758
4 879 194.980103 7.615773
4 866 192.587539 18.439089
4 845 185.802807 55.226805
4 837 120.240847 30.413813
4 818 153.768057 52.886671
4 805 122.871462 2.828427
4 779 100.031861 23.600847
4 760 126.953259 24.000000
4 750 179.482623 73.817342
4 736 136.233294 26.248809
4 731 136.848378 33.286634
4 724 139.629410 54.083269
4 716 190.556604 18.027756
4 708 189.206643 14.317821
4 700 125.725309 48.270074
4 684 183.151122 12.369317
4 675 130.562303 21.400935
4 674 143.449422 27.802878
4 667 118.991301 1.414214
4 663 178.688018 76.006579
4 648 177.391074 65.734314
4 645 107.913685 36.124784
4 633 162.933112 23.769729
4 624 137.839119 5.000000
4 613 121.469508 65.551506
4 611 150.836679 56.320511
4 608 183.659539 83.240615
4 604 199.133123 43.908997
4 603 179.499171 14.035669
4 600 139.617646 37.536649
4 584 128.700389 57.384667
4 581 174.479274 26.076810
4 571 132.205184 41.036569
4 568 114.503196 34.234486
