700 27921
53 91 51.639059
15 12 77.626979
75 62 73.873343
21 11 62.568656
88 96 91.484905
6 3 87.676771
34 5 85.360016
93 8 99.294524
70 80 79.700951
5 83 82.368806
72 9 82.336984
50 40 89.947790
0 47 83.437884
60 52 73.615955
76 37 57.381359
98 22 91.337824
70 13 92.678800
34 74 54.192268
37 25 66.129855
37 22 98.762432
90 34 60.947403
2 31 63.068003
1 89 86.227041
49 80 87.313683
10 10 79.736847
29 56 55.611323
43 91 90.613891
78 31 78.254273
60 70 56.521931
44 7 63.019328
25 31 84.945029
94 9 58.160989
98 84 90.646307
4 59 58.818372
1 19 70.729645
74 76 82.131212
4 54 96.495143
86 28 56.089661
13 9 81.425736
30 70 76.196094
31 45 88.458467
16 68 63.762720
37 38 66.143884
17 79 71.896351
46 22 87.378674
47 23 73.525243
4 74 63.234175
34 42 80.057474
76 99 77.717511
45 44 79.364030
96 41 78.819906
10 78 88.664914
51 29 92.432033
71 7 65.046947
49 82 75.978596
83 91 72.168879
54 84 70.658270
34 79 66.592488
23 56 50.423153
90 22 77.180201
58 64 79.611815
9 80 85.368182
87 49 85.341191
32 64 70.258122
59 48 94.186554
85 36 56.070836
90 96 52.389335
96 69 90.681698
64 60 62.160497
73 94 83.815071
8 86 66.877792
67 76 50.618964
26 40 97.577790
98 21 83.021676
80 73 72.515315
44 40 84.956465
43 86 56.546919
91 25 85.749490
67 82 65.013939
22 71 84.264430
6 97 65.113520
9 77 93.833845
36 45 72.929344
73 19 57.545553
43 68 58.880792
34 45 98.907940
5 14 79.714433
52 64 79.539063
58 90 65.500428
82 63 80.137585
14 10 56.719264
30 80 95.112243
23 22 65.505767
98 72 92.060455
94 38 65.370366
18 35 59.692321
89 14 98.131291
45 26 67.759701
51 76 50.374019
54 19 60.291788
83 70 51.574772
82 79 67.251811
25 11 60.910751
38 18 99.152562
50 58 50.273487
60 66 83.426067
52 86 84.109027
9 78 56.820406
35 26 69.175557
90 51 99.122966
11 66 91.084836
59 1 84.289078
17 72 92.956811
5 29 64.014180
96 45 91.834631
92 64 51.837603
59 88 62.922120
93 23 71.549063
68 6 81.376666
10 47 78.422548
77 92 51.686648
5 16 88.095930
38 54 73.534792
3 99 67.192415
47 86 80.156384
33 1 88.905157
15 69 76.884737
18 66 78.287675
69 83 56.664858
29 23 77.258755
52 88 88.579463
76 98 58.239629
56 7 94.510566
90 48 99.490214
16 37 57.392192
39 79 94.784053
63 92 82.916281
11 95 91.501218
84 82 51.604459
92 21 52.091838
97 38 90.624184
35 32 92.689295
35 27 86.380915
15 10 83.580995
10 93 56.703476
96 61 78.215546
10 46 85.418598
35 11 69.625596
88 19 99.764609
55 60 66.795263
67 77 98.048145
57 44 51.451258
23 15 54.891193
94 64 71.582936
58 65 68.643673
97 97 85.047578
26 48 60.488093
27 7 95.528409
44 12 63.335253
88 82 67.152951
75 37 72.787165
59 71 51.914715
36 54 75.392581
24 82 67.297731
11 52 51.404929
3 54 82.784772
44 14 62.081784
40 66 84.321210
34 88 74.285991
54 91 63.686243
10 22 86.413048
32 1 64.910175
89 93 56.375538
1 85 72.793963
55 29 98.491170
29 7 63.079014
92 78 51.009509
86 78 83.909768
81 31 82.704610
4 47 50.774118
80 76 50.705031
21 24 80.752755
48 36 52.225376
61 43 55.596224
20 65 52.335691
45 8 70.869049
62 16 90.643802
37 37 62.823784
57 51 66.397458
28 71 53.979055
4 34 79.976736
12 12 89.184623
60 41 55.893770
98 82 55.369316
44 26 56.482353
75 47 57.298699
55 28 88.154089
20 7 68.564137
58 76 91.619909
82 47 62.440080
97 21 82.250379
54 40 78.032957
48 69 77.350255
42 32 88.625918
54 47 50.826920
68 0 75.841425
92 74 51.704931
32 7 51.836429
2 73 59.751193
91 61 84.409541
11 54 52.610547
12 62 60.456224
38 34 65.162296
41 67 54.835923
89 68 66.052448
92 42 67.497987
58 87 75.704972
2 7 56.696250
37 57 80.321771
70 1 92.102430
34 34 60.675305
64 7 60.298507
0 12 81.287053
44 48 66.569075
78 93 65.667823
90 70 87.769406
48 37 73.867775
59 86 53.821912
61 65 56.333543
80 53 65.487684
19 97 66.261992
96 58 88.583922
62 68 93.520641
47 43 93.612246
32 20 77.209840
29 13 94.347561
34 12 69.453671
47 99 78.914771
48 51 96.183990
9 24 79.204864
91 95 63.324312
94 31 98.794538
63 41 89.661088
91 30 78.486608
98 93 53.630461
62 77 55.713536
30 57 95.984595
24 62 79.335433
39 61 62.409786
62 35 76.306366
92 11 71.437863
58 13 73.085091
25 45 86.604873
48 27 52.724915
24 61 89.654166
64 55 52.272696
59 77 90.494321
87 57 63.521941
4 55 56.094608
31 38 96.827864
21 31 79.009625
34 43 72.356600
49 27 85.411786
12 35 72.530266
7 43 65.968846
29 38 62.621625
55 17 66.877827
98 97 85.422517
42 17 91.536396
37 51 63.061817
66 86 64.627381
10 54 54.860709
31 15 61.856355
45 23 54.288468
22 63 83.347317
92 5 65.486816
22 0 60.002004
8 56 79.331913
69 74 94.822249
45 45 72.411790
37 94 55.638279
83 56 66.260112
94 63 95.496882
12 49 92.243152
88 76 68.985027
69 57 85.151048
61 40 94.515848
3 50 59.479349
44 30 98.672989
64 53 50.610456
81 90 56.307212
21 67 77.682614
98 96 72.967056
81 43 91.718998
41 86 50.212879
18 19 88.935902
72 24 54.340624
40 54 67.090706
89 36 74.358419
92 20 95.877020
45 77 80.152523
79 76 88.985800
5 80 50.737729
80 36 92.008878
67 2 93.274268
16 47 84.085046
24 99 57.495694
33 95 53.276272
62 34 63.416959
62 25 52.317943
74 9 75.688062
31 2 69.055238
66 15 68.578055
74 46 71.184944
95 28 61.298390
76 81 87.563082
76 5 56.335992
82 83 55.814238
46 97 97.042430
63 13 55.008981
58 18 56.424694
77 7 53.349643
8 52 82.691594
74 6 79.391750
71 21 95.068641
45 80 82.904474
90 3 68.327651
2 59 99.409265
19 98 99.995180
92 24 92.686070
52 85 95.286285
86 63 80.147703
66 34 81.671870
78 66 96.024014
45 66 72.156581
53 67 74.946138
84 88 80.109060
39 60 79.652275
78 90 78.222410
23 68 93.526019
5 7 81.970218
36 56 53.910473
84 24 62.581257
44 19 50.548272
47 58 75.095417
87 92 73.879647
4 25 88.111354
67 75 81.431409
49 90 79.693884
98 36 85.153784
31 93 86.440389
21 6 86.118578
42 18 88.503427
84 0 69.131984
61 63 65.510328
84 36 83.572068
9 81 52.036457
29 31 83.837979
88 81 82.981333
51 32 52.031637
56 35 76.524049
90 77 78.267618
80 87 82.179340
86 72 58.195919
19 50 74.291631
98 4 54.335921
62 56 83.142057
14 29 54.400691
43 36 83.988195
39 15 61.364468
14 71 97.926710
88 27 65.958413
10 37 65.274940
62 67 60.507967
38 35 66.506685
83 16 90.370357
68 46 84.387613
44 1 54.618039
81 56 71.801765
80 80 64.081498
22 14 89.771824
26 33 58.242155
37 10 50.200076
84 30 78.275251
42 59 77.374138
28 31 65.710404
46 44 61.847319
58 53 79.410596
38 96 99.548383
22 83 94.828652
19 53 81.442233
83 4 76.072433
62 44 73.096270
45 46 63.621572
50 74 84.268352
59 80 97.387902
81 87 67.957493
56 41 67.410409
91 12 51.788593
45 5 51.945688
24 19 78.774877
49 62 99.715303
44 72 67.904101
12 89 94.049817
56 97 60.223270
86 13 84.410786
44 6 84.420174
14 34 94.610883
38 1 89.028826
71 17 56.221939
94 69 58.692381
45 57 78.800649
43 19 64.464094
34 21 58.892457
20 96 57.075900
82 55 91.838232
93 84 74.602861
18 15 68.923219
84 16 71.248828
48 92 74.151244
32 68 63.751871
32 87 52.691061
24 4 50.223677
82 89 86.848142
36 59 66.312633
43 75 84.492028
50 80 84.236043
29 68 84.270126
56 56 51.902438
32 36 86.024636
69 35 86.215815
6 82 80.677314
62 30 85.739939
2 3 54.119916
98 92 74.727131
46 16 95.963209
10 13 88.530703
24 56 59.147305
11 93 90.574092
78 8 77.559528
51 77 65.369244
31 74 99.266473
52 59 56.360177
84 97 79.833337
10 73 58.158930
46 39 63.436077
2 86 71.671570
29 53 82.761791
46 84 82.359297
83 96 92.920398
97 42 56.913036
48 4 96.111168
6 29 95.611458
78 50 57.136712
87 95 82.959310
64 35 61.924091
58 7 91.628741
89 85 67.195353
50 44 96.194218
8 31 93.531178
13 59 53.219989
31 35 82.410032
98 3 74.208492
6 19 88.959928
96 11 86.529948
66 27 98.935623
72 83 84.923137
91 17 75.060651
1 2 58.082928
31 95 75.497229
23 98 52.620179
32 58 73.452171
28 66 74.763702
71 30 58.980356
92 52 53.285509
36 33 82.922633
57 16 72.416433
28 85 74.957079
80 2 65.684424
14 63 54.775730
50 48 67.877476
55 44 72.597460
6 11 50.886898
69 88 63.488935
61 1 79.734172
52 45 83.846208
6 15 75.413026
54 14 71.362913
70 2 51.041560
63 62 71.607244
69 43 64.894091
5 41 54.261549
78 6 54.017276
86 46 89.102583
66 10 93.221477
11 70 90.547224
88 6 88.038206
86 58 78.144613
41 8 65.607875
13 98 96.121134
35 48 53.641842
50 54 68.228054
49 67 69.573305
98 10 78.405545
90 85 77.208410
29 61 72.858814
0 695 122.656356 20.808652
0 694 199.249687 6.324555
0 679 195.631786 19.235384
0 674 154.025204 18.027756
0 670 108.801147 35.383612
0 669 131.386739 9.486833
0 666 199.220124 24.515301
0 655 110.574943 7.280110
0 653 158.364608 27.313001
0 652 158.688468 17.117243
0 650 178.267358 43.011626
0 641 109.190660 11.704700
0 639 101.414293 13.341664
0 636 180.350478 25.495098
0 634 152.405147 39.357337
0 632 131.202475 55.542776
0 630 188.873576 37.013511
0 623 160.439699 6.082763
0 622 109.407640 26.925824
0 621 175.316529 26.305893
0 606 141.534147 25.079872
0 587 185.484053 12.649111
0 584 131.605756 17.804494
0 580 172.749897 13.152946
0 578 177.726321 19.235384
0 572 138.889441 50.000000
0 568 109.206005 8.602325
0 567 116.872931 38.288379
0 566 195.700531 23.537205
0 562 163.622825 11.661904
0 554 162.590560 24.041631
0 553 118.356886 20.591260
0 551 162.872512 11.704700
0 546 158.222346 25.632011
0 540 172.382091 33.615473
0 539 171.673659 73.593478
0 536 189.609084 54.083269
0 535 171.602215 14.317821
0 533 182.248602 27.856777
0 499 147.973692 17.720045
0 491 130.290683 13.892444
0 472 160.515960 48.166378
0 471 157.164352 28.653098
0 470 131.704976 43.416587
0 462 140.866438 26.570661
0 459 109.569499 5.656854
0 458 162.907450 26.019224
0 457 129.740014 22.135944
0 455 170.009198 1.414214
0 453 172.315091 4.472136
0 447 105.056543 21.213203
0 446 111.543345 8.544004
0 432 157.799143 17.492856
0 430 136.662299 30.016662
0 414 184.293242 8.062258
0 411 135.525464 46.754679
0 398 175.551740 21.587033
0 397 193.499247 13.453624
0 396 152.398395 30.886890
0 395 171.252271 21.095023
0 391 157.122072 37.336309
0 388 114.988955 19.416488
0 383 189.609157 29.427878
0 375 119.994583 21.633308
0 366 173.211300 75.742986
0 359 161.991248 32.310989
0 358 191.668242 24.166092
0 352 162.820385 31.953091
0 343 133.593462 28.425341
0 337 173.916844 36.715120
0 319 110.794077 41.000000
0 316 163.884145 13.000000
0 304 134.432804 32.557641
0 302 167.958428 16.124515
0 297 195.589121 24.515301
0 296 175.299242 32.015621
0 291 177.527927 20.000000
0 278 158.496571 27.856777
0 273 105.039256 31.016125
0 269 147.537125 11.180340
0 268 130.811662 56.302753
0 266 110.095800 7.280110
0 252 159.080470 17.204651
0 251 188.610805 37.013511
0 250 146.758099 46.957428
0 246 143.373712 22.203603
0 245 124.136269 42.720019
0 241 122.309839 1.000000
0 233 136.872959 28.160256
0 232 176.534664 38.587563
0 230 193.562109 31.384710
0 224 193.995030 13.601471
0 212 191.523619 17.464249
0 195 183.171266 34.985711
0 188 113.989614 46.065171
0 187 164.734919 13.038405
0 179 145.162514 34.539832
0 178 105.657856 19.235384
0 157 127.555304 44.384682
0 154 178.755977 21.095023
0 149 179.574700 62.649820
0 147 138.349380 33.241540
0 145 142.640122 37.107951
0 136 114.007503 45.398238
0 107 106.307809 30.805844
0 104 138.229242 16.000000
0 90 189.306745 39.698866
0 88 183.835736 19.416488
0 86 196.725813 39.204592
0 80 194.346002 38.288379
0 75 131.372861 24.839485
0 72 127.537475 18.027756
0 69 104.441801 15.524175
0 65 190.453331 19.849433
0 43 116.148279 20.000000
0 36 151.199900 33.000000
0 30 133.827043 71.693793
0 14 140.284548 39.012818
0 10 173.509739 62.649820
1 696 170.700002 69.310894
1 677 116.819212 75.239617
1 656 167.071848 16.031220
1 654 164.695032 94.847246
1 649 108.342830 38.483763
1 645 150.243115 53.160135
1 644 178.684646 23.086793
1 633 173.077749 23.706539
1 628 195.405629 73.006849
1 621 184.342501 85.445889
1 612 100.633053 15.297059
1 588 174.161605 73.661387
1 581 163.917201 53.263496
1 577 138.982433 18.601075
1 559 116.801727 15.033296
1 554 177.924705 45.880279
1 547 145.290241 24.207437
1 536 155.030969 15.811388
1 520 167.231450 18.357560
1 510 129.125977 26.925824
1 509 151.756782 66.128662
1 493 161.577451 7.071068
1 425 160.498838 39.115214
1 394 179.294257 2.828427
1 390 166.019253 44.911023
1 372 150.952169 21.633308
1 355 195.442536 65.604878
1 354 117.219153 30.000000
1 311 184.779212 7.211103
1 298 135.727084 62.625873
1 281 190.728891 65.069194
1 277 155.479214 26.000000
1 267 152.546296 2.236068
1 256 157.800740 32.310989
1 224 120.174245 74.966659
1 214 160.889127 17.492856
1 204 108.043854 28.792360
1 178 198.858891 58.523500
1 161 133.966876 10.198039
1 158 103.449483 18.027756
1 155 183.201392 37.013511
1 143 134.599928 82.298238
1 142 177.611089 23.194827
1 141 147.118594 11.180340
1 136 173.582361 27.018512
1 125 194.412816 26.570661
1 118 125.043298 30.528675
1 103 118.872603 15.231546
1 85 149.443785 41.677332
1 62 192.274748 29.732137
1 51 147.998580 8.062258
1 50 101.200567 54.781384
1 45 153.852200 18.248288
1 44 108.497418 26.570661
2 689 180.494824 14.035669
2 684 119.871452 70.213959
2 668 159.449588 86.162637
2 663 175.937360 21.954498
2 640 137.090605 10.198039
2 638 144.228800 11.180340
2 635 111.664445 21.470911
2 625 127.819496 6.324555
2 608 199.708013 14.422205
2 597 164.210741 5.000000
2 596 185.620236 34.176015
2 583 119.882259 10.049876
2 550 125.099867 4.242641
2 527 193.664090 68.410526
2 521 118.741150 26.925824
2 519 159.066743 33.241540
2 511 197.113574 70.007142
2 501 101.942542 23.706539
2 496 193.666671 8.062258
2 486 174.724662 86.833173
2 485 149.061136 19.235384
2 460 167.249033 79.611557
2 452 169.137478 30.083218
2 450 174.104434 47.518417
2 448 186.121635 25.942244
2 438 118.581263 86.469648
2 424 166.379182 14.764823
2 419 134.120215 79.246451
2 397 119.781830 60.033324
2 379 120.231382 82.855296
2 378 142.617634 20.615528
2 377 100.276654 63.890531
2 376 140.102834 60.000000
2 373 102.067221 37.854986
2 363 176.214014 42.579338
2 358 177.193439 32.015621
2 357 146.296021 12.165525
2 317 187.878458 17.492856
2 306 105.012935 13.000000
2 304 146.004034 18.027756
2 301 152.089199 6.708204
2 282 190.633171 46.389654
2 257 165.886293 28.284271
2 244 177.189066 94.366308
2 241 184.297261 47.413078
2 239 184.627443 70.327804
2 235 136.255809 16.492423
2 234 181.410835 43.382024
2 233 186.569985 22.803509
2 195 129.922481 72.062473
2 187 156.135497 54.817880
2 122 135.631121 29.154759
2 120 197.171513 61.392182
2 116 125.272975 13.416408
2 101 109.735555 16.278821
2 99 183.293148 28.160256
2 63 143.854238 74.168727
2 46 176.114737 20.615528
2 36 117.413364 22.847319
3 677 163.636068 4.123106
3 676 196.346119 95.775780
3 665 160.030997 44.407207
3 660 163.912721 4.123106
3 651 136.448953 21.023796
3 632 162.098218 57.706152
3 621 140.126735 42.154478
3 610 113.642391 25.000000
3 598 108.394239 17.691806
3 590 128.005193 13.341664
3 589 118.655327 9.848858
3 583 154.398274 46.010868
3 581 180.094393 32.572995
3 573 109.288498 12.649111
3 572 120.284567 30.870698
3 567 157.283459 18.027756
3 556 193.585759 12.369317
3 554 104.912010 50.447993
3 530 193.539268 16.492423
3 529 174.996594 22.671568
3 526 191.481995 50.039984
3 519 123.461749 23.345235
3 512 131.132091 25.553865
3 499 127.113116 63.820060
3 495 120.633262 13.601471
3 489 156.405066 82.006097
3 480 136.848671 44.553339
3 475 103.926411 31.764760
3 472 100.259304 10.049876
3 464 112.963408 2.828427
3 451 121.339774 33.015148
3 436 163.895371 43.289722
3 435 109.309527 59.033889
3 431 181.370771 25.806976
3 421 127.808092 9.219544
3 406 145.758480 58.309519
3 371 143.468990 18.973666
3 368 167.934827 56.515485
3 363 159.400871 15.652476
3 357 151.863229 44.045431
3 355 195.940021 15.811388
3 349 178.056198 31.780497
3 322 106.261503 1.414214
3 306 176.034413 52.392748
3 301 187.344695 59.304300
3 286 126.546070 76.609399
3 261 133.317872 31.764760
3 260 180.930454 25.059928
3 239 131.458080 64.513564
3 234 126.857141 53.758720
3 233 155.927048 40.496913
3 202 122.940075 4.472136
3 190 150.318889 25.298221
3 185 187.059139 26.000000
3 179 150.053192 88.204308
3 172 170.952152 10.630146
3 157 143.464205 59.304300
3 150 186.901863 61.000000
3 149 174.878562 27.202941
3 132 143.723509 40.496913
3 120 199.865271 13.601471
3 114 196.218336 91.525953
3 107 107.618880 24.041631
3 99 109.174798 69.462220
3 98 177.589108 42.720019
3 96 135.426972 37.000000
3 95 154.933278 51.244512
3 86 121.058098 89.899944
3 80 103.361799 16.401219
3 72 114.334149 65.741920
3 55 172.921327 49.162994
3 50 199.301820 17.804494
3 49 192.390347 12.206556
3 48 179.182830 30.000000
3 46 175.336234 54.781384
3 39 179.735042 15.000000
3 30 105.728900 76.557168
3 15 108.654106 14.035669
3 9 160.665496 31.400637
3 8 137.186980 10.630146
4 682 135.511246 29.068884
4 659 116.592545 7.211103
4 658 160.127055 31.240999
4 650 185.830136 27.784888
4 639 103.651684 27.202941
4 633 110.180247 23.769729
4 626 156.782287 10.049876
4 625 147.115889 83.408633
4 624 197.082110 5.000000
4 623 131.660850 40.311289
4 607 190.839397 39.293765
4 605 196.947381 37.483330
4 603 127.879186 14.035669
4 599 198.458277 22.803509
4 593 106.122180 37.483330
4 592 105.468294 26.870058
4 577 133.885249 12.041595
4 576 161.055458 40.816663
4 567 126.526392 37.363083
4 565 137.247049 16.492423
4 560 175.389607 26.925824
4 543 199.447718 26.476405
4 536 136.548869 13.892444
4 528 167.779953 44.204072
4 525 178.630548 34.928498
4 518 111.885102 10.049876
4 517 147.514995 25.079872
4 495 184.359448 45.541190
4 487 120.539208 15.000000
4 480 108.180491 14.212670
4 470 121.546428 58.830264
4 457 156.050455 60.133186
4 447 124.773036 24.331050
4 446 181.673483 49.040799
4 443 141.880591 10.770330
4 435 128.424720 22.000000
4 431 191.853730 72.449983
4 429 198.662878 46.615448
4 419 175.540609 42.953463
4 408 188.935840 40.718546
4 399 130.323728 31.256999
4 393 166.380006 18.867962
4 391 185.883221 57.271284
4 386 158.202914 15.620499
4 372 164.838283 9.000000
4 368 192.005401 17.117243
4 348 163.671208 36.769553
4 335 198.723532 37.013511
4 333 153.060858 22.360680
4 327 190.197599 24.758837
4 326 135.970581 28.844410
4 305 128.450465 32.695565
4 295 189.645317 49.030603
4 288 172.519450 23.086793
4 277 196.230418 12.041595
4 268 168.275866 42.755117
4 258 184.404552 21.400935
4 257 143.745413 51.855569
4 250 152.635313 55.973208
4 246 104.943761 21.095023
4 225 151.925904 31.112698
4 183 174.181741 27.586228
4 175 160.994216 30.675723
4 163 176.698940 33.241540
4 162 155.855224 11.000000
4 158 102.874807 20.591260
4 157 105.123660 6.324555
4 148 147.708953 15.811388
4 144 101.537685 56.356011
4 142 180.664269 26.400758
4 136 136.644793 7.810250
4 126 131.861413 46.615448
4 124 147.044275 21.023796
4 118 122.528014 17.804494
4 117 190.064326 50.249378
4 104 111.882558 25.495098
4 103 114.533415 33.421550
4 98 153.735534 17.029386
4 96 110.606090 24.083189
4 95 167.594273 2.236068
4 91 143.933133 57.280014
4 86 146.576671 51.312766
4 80 196.044738 42.379240
4 78 133.578450 63.906181
4 72 119.096121 33.541020
4 71 192.275156 41.436699
4 69 101.854316 25.000000
4 55 103.500674 4.000000
4 26 136.020569 24.186773
4 17 154.489629 30.413813
4 13 108.444435 7.000000
4 12 187.946473 35.510562
5 699 128.671370 25.000000
5 675 169.438651 32.557641
5 666 164.645414 23.259407
5 663 184.526594 26.172505
5 655 172.313457 44.777226
5 649 169.769074 43.657760
5 642 132.235547 8.544004
5 641 173.851142 30.479501
5 638 150.433343 39.115214
5 637 168.880340 40.816663
5 636 105.712555 17.262677
5 625 197.477617 43.416587
5 620 191.408354 4.123106
5 596 195.776881 6.403124
5 590 109.360175 33.837849
5 570 105.941768 35.510562
5 541 149.512415 18.027756
5 531 119.966266 18.867962
5 529 173.536041 9.848858
5 526 193.445548 45.310043
5 524 166.542937 9.486833
5 507 169.580779 39.051248
5 494 127.023999 4.123106
5 491 185.639059 23.769729
5 483 161.855935 27.459060
5 477 128.878315 45.803930
5 459 189.139732 42.941821
5 450 197.876504 10.049876
5 442 183.367944 18.027756
5 425 197.584167 50.328918
5 418 185.822978 33.615473
5 404 112.039314 43.908997
5 397 167.022818 44.553339
5 396 150.468392 7.071068
5 390 196.565908 48.373546
5 387 139.336275 49.365980
5 386 120.237466 36.687873
5 380 128.801455 61.392182
5 363 113.187417 15.811388
5 348 170.670808 14.212670
5 345 197.681795 32.984845
5 344 118.899971 18.027756
5 332 168.148426 35.510562
5 330 189.090149 21.260292
5 316 114.676853 24.596748
5 310 177.508601 15.620499
5 303 195.031917 48.020829
5 300 164.189268 10.440307
5 287 197.474867 49.162994
5 281 168.567959 12.369317
5 270 157.634816 11.661904
5 260 164.017804 45.617979
5 254 138.148738 15.000000
5 248 184.658814 6.000000
5 243 149.656862 32.249031
5 236 100.004673 39.849718
5 227 113.537129 48.104054
5 218 138.796595 76.661594
5 217 197.881177 4.000000
5 198 196.905073 43.829214
5 196 136.380762 29.529646
5 194 183.704155 15.524175
5 192 108.944387 76.478755
5 189 103.403579 26.925824
5 185 134.172546 5.385165
5 181 105.510295 24.166092
5 177 142.739854 35.128336
5 176 154.410012 24.041631
5 175 134.311750 36.674242
5 163 155.927271 21.000000
5 139 125.080820 5.656854
5 136 131.993545 49.406477
5 132 174.827242 30.413813
5 131 193.229246 55.217751
5 123 121.083694 9.899495
5 122 189.504095 13.892444
5 121 170.737847 47.434165
5 116 116.115611 47.423623
5 107 153.693363 9.219544
5 91 168.212714 43.185646
5 90 184.683570 16.124515
5 79 111.328178 22.472205
5 71 132.230517 42.953463
5 64 122.832308 15.297059
5 59 195.986993 8.246211
5 48 181.887380 11.180340
5 46 122.836981 34.176015
5 40 109.524122 22.803509
5 39 120.683974 7.071068
5 31 120.718158 30.066593
5 22 106.429195 23.345235
5 16 157.064736 35.128336
5 13 104.422313 54.083269
5 10 115.373582 25.079872
5 8 160.468316 11.045361
6 696 138.594859 34.438351
6 680 120.883877 61.684682
6 672 103.208170 37.576588
6 653 193.004871 56.222771
6 652 155.195628 16.124515
6 649 159.135441 1.000000
6 626 118.085692 6.324555
6 612 187.189173 28.284271
6 595 133.962683 30.016662
6 591 111.314938 9.433981
6 585 108.272867 37.215588
6 571 123.466778 40.311289
6 570 182.052784 10.770330
6 568 124.388478 26.019224
6 559 177.160141 46.690470
6 541 150.265498 39.115214
6 535 109.072048 34.409301
6 510 188.488319 33.241540
6 504 182.496015 28.792360
6 502 131.904355 2.828427
6 498 184.475312 34.132096
6 497 164.383395 16.000000
6 483 154.741336 17.000000
6 480 193.999433 5.000000
6 467 185.067369 23.021729
6 448 175.459494 47.169906
6 446 100.428628 40.024992
6 443 142.132105 2.236068
6 439 179.881807 41.048752
6 438 115.802210 66.370174
6 436 102.600421 5.099020
6 435 118.476666 30.413813
6 419 136.686088 42.801869
6 417 105.808590 23.323808
6 406 111.481538 26.076810
6 403 191.881716 36.796739
6 390 164.944031 12.041595
6 388 129.567229 22.360680
6 386 179.070889 6.403124
6 382 198.906714 16.552945
6 378 140.882167 52.697249
6 377 187.343756 7.615773
6 368 122.373492 11.401754
6 361 122.934951 38.418745
6 354 111.732234 11.045361
6 348 199.533633 29.614186
6 342 173.200449 29.410882
6 338 120.804282 78.517514
6 336 188.021951 30.364453
6 334 155.696464 33.060551
