600 20715
47 23 59.500685
4 74 55.194703
34 42 67.172892
76 99 76.761389
45 44 99.620108
96 41 82.697161
10 78 75.294949
51 29 76.589728
71 7 84.552406
49 82 69.499261
83 91 60.059950
54 84 61.267186
34 79 69.020580
23 56 90.856324
90 22 82.427776
58 64 83.387274
9 80 51.133651
87 49 50.187880
32 64 87.154870
59 48 86.708807
85 36 73.417486
90 96 77.032113
96 69 66.880614
64 60 63.126782
73 94 88.195493
8 86 64.677899
67 76 54.264198
26 40 88.196710
98 21 54.165297
80 73 57.044372
44 40 63.899359
43 86 63.665982
91 25 62.239075
67 82 81.072252
22 71 90.427371
6 97 61.859183
9 77 63.769413
36 45 65.722320
73 19 88.448911
43 68 98.321819
34 45 85.221581
5 14 98.508861
52 64 59.589005
58 90 54.242161
82 63 89.365185
14 10 92.016781
30 80 87.629434
23 22 90.498836
98 72 92.204661
94 38 74.784304
18 35 77.207642
89 14 65.622147
45 26 51.816417
51 76 94.088256
54 19 78.748929
83 70 90.011910
82 79 58.766155
25 11 83.013127
38 18 78.208620
50 58 62.931452
60 66 90.057499
52 86 92.107980
9 78 76.597434
35 26 52.296574
90 51 73.180231
11 66 67.024805
59 1 64.155757
17 72 86.949644
5 29 82.747125
96 45 52.604667
92 64 85.271463
59 88 67.968706
93 23 51.113528
68 6 94.860468
10 47 72.210867
77 92 90.478713
5 16 86.877249
38 54 59.840301
3 99 80.977549
47 86 79.081910
33 1 84.624606
15 69 58.185191
18 66 94.704058
69 83 86.441023
29 23 52.273447
52 88 73.452987
76 98 76.452932
56 7 61.039602
90 48 56.466114
16 37 54.661553
39 79 73.971054
63 92 96.523613
11 95 96.769532
84 82 50.568488
92 21 98.820187
97 38 69.949763
35 32 67.593293
35 27 62.975943
15 10 56.899407
10 93 50.340418
96 61 65.580611
10 46 92.170870
35 11 68.309124
88 19 66.694139
55 60 87.031338
67 77 90.519991
57 44 57.172852
23 15 73.908587
94 64 50.360292
58 65 88.150401
97 97 52.990497
26 48 84.984898
27 7 96.335592
44 12 97.694555
88 82 71.425920
75 37 98.609039
59 71 71.147542
36 54 97.878853
24 82 59.648641
11 52 77.613656
3 54 52.540405
44 14 83.619695
40 66 74.137269
34 88 99.309938
54 91 84.188183
10 22 72.957456
32 1 69.259701
89 93 51.781476
1 85 85.933399
55 29 76.159108
29 7 52.121894
92 78 51.514010
86 78 68.329978
81 31 70.431018
4 47 68.208149
80 76 55.361316
21 24 60.951009
48 36 75.381001
61 43 79.269903
20 65 61.311301
45 8 63.531403
62 16 82.260400
37 37 96.296199
57 51 59.866995
28 71 79.954955
4 34 67.722119
12 12 58.476034
60 41 51.102497
98 82 65.600971
44 26 68.124675
75 47 78.716153
55 28 68.141376
20 7 51.744371
58 76 52.853422
82 47 67.451314
97 21 85.932554
54 40 75.810878
48 69 86.711015
42 32 87.714030
54 47 61.744277
68 0 62.870123
92 74 89.835924
32 7 63.258287
2 73 81.200101
91 61 60.266942
11 54 81.466436
12 62 86.561417
38 34 71.217951
41 67 56.847437
89 68 65.831319
92 42 82.529252
58 87 70.378840
2 7 98.091720
37 57 78.825451
70 1 80.245835
34 34 78.046675
64 7 96.547570
0 12 88.721869
44 48 79.149172
78 93 62.148541
90 70 56.846544
48 37 57.865326
59 86 80.289917
61 65 58.590914
80 53 60.718748
19 97 97.741231
96 58 94.523468
62 68 86.529626
47 43 84.452246
32 20 82.237498
29 13 98.273903
34 12 97.322369
47 99 72.073422
48 51 61.532190
9 24 78.522470
91 95 82.340364
94 31 92.998625
63 41 65.083887
91 30 53.558315
98 93 99.846063
62 77 80.915206
30 57 86.087567
24 62 70.224903
39 61 79.006926
62 35 64.913018
92 11 50.470737
58 13 57.053601
25 45 61.460588
48 27 89.192606
24 61 86.202773
64 55 73.609129
59 77 96.039150
87 57 94.068099
4 55 53.899047
31 38 54.630064
21 31 54.786847
34 43 51.640278
49 27 99.153533
12 35 91.316473
7 43 86.092524
29 38 81.391030
55 17 89.590375
98 97 83.414893
42 17 53.464452
37 51 51.122565
66 86 61.937363
10 54 85.804816
31 15 94.121190
45 23 77.021250
22 63 89.363131
92 5 93.967253
22 0 57.936456
8 56 75.450698
69 74 64.192156
45 45 86.943382
37 94 90.363716
83 56 64.662893
94 63 93.996982
12 49 51.824304
88 76 53.855499
69 57 80.199756
61 40 75.433433
3 50 99.894649
44 30 74.267854
64 53 79.332480
81 90 54.524713
21 67 79.054701
98 96 80.972758
81 43 53.678246
41 86 70.371174
18 19 67.065282
72 24 85.069276
40 54 59.961549
89 36 50.480175
92 20 88.533728
45 77 61.084114
79 76 62.417538
5 80 74.338543
80 36 55.205305
67 2 89.438788
16 47 63.701674
24 99 99.172558
33 95 97.375244
62 34 89.152372
62 25 63.364713
74 9 84.318626
31 2 79.516088
66 15 78.027606
74 46 78.315608
95 28 81.340392
76 81 81.883105
76 5 58.515364
82 83 56.773825
46 97 81.777754
63 13 82.783218
58 18 86.106305
77 7 86.302467
8 52 61.837920
74 6 67.079063
71 21 89.980712
45 80 82.209094
90 3 84.144344
2 59 75.049988
19 98 92.170643
92 24 84.624519
52 85 63.583716
86 63 53.254758
66 34 97.042058
78 66 87.922259
45 66 58.460063
53 67 86.480846
84 88 51.623933
39 60 57.632620
78 90 83.856091
23 68 90.776305
5 7 70.997334
36 56 68.174716
84 24 70.292393
44 19 99.024940
47 58 96.490325
87 92 51.632785
4 25 80.908045
67 75 55.005689
49 90 58.406610
98 36 62.685798
31 93 87.788907
21 6 94.512915
42 18 98.988265
84 0 99.626827
61 63 61.591978
84 36 88.968978
9 81 81.835921
29 31 95.736322
88 81 64.018966
51 32 74.006564
56 35 80.360842
90 77 77.602682
80 87 77.261322
86 72 77.402900
19 50 65.524941
98 4 85.721384
62 56 63.883746
14 29 67.148875
43 36 93.354005
39 15 97.739836
14 71 57.925180
88 27 64.351338
10 37 65.914553
62 67 78.217573
38 35 63.376278
83 16 62.404878
68 46 79.850358
44 1 94.284323
81 56 67.410567
80 80 88.256968
22 14 56.970121
26 33 55.199474
37 10 82.769884
84 30 55.958387
42 59 54.826301
28 31 94.361861
46 44 94.927364
58 53 86.662222
38 96 90.098184
22 83 58.946330
19 53 60.668786
83 4 70.459025
62 44 86.549012
45 46 87.930108
50 74 97.861925
59 80 52.073953
81 87 73.651492
56 41 61.745671
91 12 69.222828
45 5 67.005497
24 19 59.485507
49 62 77.148008
44 72 81.356835
12 89 75.400060
56 97 55.365581
86 13 94.733113
0 595 175.609874 25.612497
0 591 170.431877 23.021729
0 586 178.034873 29.068884
0 579 110.431008 12.083046
0 578 146.945814 19.235384
0 575 191.975115 11.401754
0 568 120.829956 8.602325
0 563 112.485581 27.658633
0 546 103.891888 25.632011
0 528 130.482558 26.832816
0 516 101.209304 26.925824
0 502 193.746617 30.083218
0 488 103.807002 44.721360
0 486 181.405671 84.504438
0 480 111.639277 28.071338
0 473 125.144575 12.369317
0 472 122.323721 48.166378
0 471 184.737301 28.653098
0 470 101.004791 43.416587
0 465 118.047571 25.942244
0 453 188.885207 4.472136
0 452 148.307775 31.780497
0 449 141.538912 33.615473
0 441 127.330863 21.931712
0 432 182.318769 17.492856
0 427 160.509926 14.035669
0 415 181.626879 46.754679
0 414 145.032440 8.062258
0 408 111.310045 61.741396
0 407 192.358040 26.248809
0 406 134.498667 9.433981
0 397 186.919919 13.453624
0 385 162.789917 36.619667
0 381 112.533539 6.403124
0 378 197.350927 26.419690
0 377 109.735731 28.017851
0 374 104.508654 58.008620
0 369 118.180883 35.227830
0 365 122.221312 41.012193
0 356 108.400543 12.369317
0 345 148.663441 24.083189
0 340 123.430616 23.345235
0 327 102.147159 57.314920
0 313 152.470443 23.537205
0 310 104.836287 52.839379
0 306 113.786436 34.000000
0 302 177.615018 16.124515
0 292 127.160008 38.470768
0 289 198.523737 16.552945
0 285 178.619809 38.118237
0 250 145.207579 46.957428
0 234 187.408944 3.605551
0 230 126.927584 31.384710
0 219 186.746491 14.560220
0 215 114.739807 32.893768
0 208 109.246353 43.289722
0 160 147.256417 31.827661
0 154 196.366686 21.095023
0 112 154.278793 11.401754
0 109 158.566462 21.189620
0 106 188.724726 13.038405
0 102 188.777460 14.764823
0 96 145.486381 24.041631
0 95 151.514644 41.000000
0 79 101.310999 15.264338
0 73 142.837308 13.453624
0 68 161.250375 39.824616
0 59 105.819653 29.529646
0 48 161.018191 26.400758
0 40 183.471687 20.099751
0 37 114.220196 28.635642
0 36 109.681632 33.000000
0 35 106.902303 28.160256
0 22 116.367355 36.235342
0 13 162.152075 47.296934
0 12 111.738589 27.586228
0 11 130.153791 56.718604
0 6 139.767093 31.575307
0 4 138.898597 40.521599
1 565 128.677527 13.601471
1 549 118.386902 22.671568
1 548 184.106176 58.137767
1 543 116.086471 17.029386
1 524 145.314486 81.024688
1 513 170.852668 36.496575
1 507 130.826278 36.796739
1 498 154.560839 36.235342
1 483 118.109085 48.795492
1 481 127.192964 100.881118
1 475 108.839632 40.311289
1 473 176.675547 59.933296
1 469 115.917691 15.652476
1 463 197.617092 69.771054
1 461 122.161928 78.006410
1 456 167.432335 50.635956
1 445 198.928090 41.436699
1 437 164.999237 13.601471
1 423 128.682710 38.948684
1 382 104.747743 52.801515
1 370 126.017428 59.413803
1 365 112.154396 69.375788
1 290 118.967939 11.180340
1 288 135.699060 19.646883
1 267 119.056699 2.236068
1 258 135.335294 49.406477
1 256 197.851135 32.310989
1 244 130.795288 22.203603
1 243 165.489085 59.506302
1 221 137.618228 24.186773
1 209 169.693885 3.162278
1 194 194.166612 85.440037
1 192 156.005130 18.601075
1 184 153.800061 30.413813
1 176 110.253083 51.855569
1 168 101.319616 12.041595
1 162 124.652729 39.849718
1 161 141.079361 10.198039
1 158 155.880456 18.027756
1 157 142.761814 25.709920
1 93 168.272326 33.541020
1 92 164.720088 59.682493
1 84 119.437360 27.730849
1 81 184.190017 51.312766
1 74 162.337180 26.683328
1 69 141.599289 54.424259
1 61 151.622351 32.140317
1 18 161.265270 44.777226
1 17 106.598525 26.000000
1 13 180.305061 23.323808
2 589 166.013013 47.169906
2 586 132.615953 64.031242
2 580 192.459457 52.497619
2 550 184.980952 4.242641
2 540 168.315013 59.539903
2 521 111.516156 26.925824
2 519 120.316246 33.241540
2 496 166.166148 8.062258
2 483 142.311444 60.539243
2 474 185.805331 26.925824
2 424 103.784376 14.764823
2 419 112.005330 79.246451
2 402 179.971943 14.866069
2 400 159.789507 80.622577
2 378 165.805391 20.615528
2 377 190.225026 63.890531
2 372 161.109123 87.005747
2 367 190.458120 11.045361
2 362 131.304387 22.360680
2 356 116.989578 38.418745
2 350 133.219934 38.626416
2 344 199.576713 55.443665
2 338 181.709666 9.219544
2 335 152.657294 56.859476
2 320 183.766729 15.297059
2 313 144.046846 37.054015
2 306 194.256583 13.000000
2 304 135.389080 18.027756
2 302 105.312116 62.393910
2 301 100.855108 6.708204
2 300 115.694141 40.049969
2 299 171.325129 51.264022
2 289 133.471061 49.365980
2 282 108.153599 46.389654
2 278 156.306082 34.885527
2 274 101.786074 14.317821
2 270 119.669755 31.064449
2 251 176.622328 22.561028
2 243 167.952223 51.855569
2 235 161.981199 16.492423
2 233 162.427659 22.803509
2 232 171.736599 75.006666
2 219 173.986529 32.756679
2 216 142.399601 12.083046
2 181 131.526106 30.413813
2 139 139.791920 42.720019
2 113 132.624627 17.117243
2 88 192.635229 48.270074
2 81 130.250040 57.489129
2 80 163.929014 47.801674
2 78 109.624807 75.000000
2 48 163.469973 36.715120
2 31 163.505727 9.219544
2 28 191.334473 1.414214
2 24 116.127267 43.931765
2 20 147.272456 11.401754
2 5 135.381319 37.854986
3 588 110.383850 20.591260
3 570 182.661536 38.000000
3 550 140.693435 59.076222
3 539 111.238958 20.615528
3 529 198.355678 22.671568
3 527 112.018564 20.591260
3 524 144.710020 16.031220
3 512 106.509276 25.553865
3 508 168.324646 62.169124
3 492 146.496094 52.392748
3 485 126.179031 49.979996
3 484 144.946974 14.317821
3 464 114.448317 2.828427
3 459 188.160231 60.307545
3 457 107.374633 74.411021
3 449 186.184916 29.274562
3 432 162.146760 38.587563
3 431 149.774234 25.806976
3 426 117.711022 17.088007
3 421 101.938680 9.219544
3 371 182.398861 18.973666
3 370 110.346250 24.738634
3 355 132.188719 15.811388
3 351 146.327875 87.235314
3 345 119.971058 41.484937
3 344 195.658693 7.071068
3 343 109.833602 27.294688
3 335 111.305531 61.587336
3 332 111.785960 16.124515
3 325 157.106058 16.124515
3 310 146.686850 9.848858
3 309 122.169811 31.240999
3 295 139.767594 14.866069
3 272 187.380285 2.236068
3 269 133.408769 50.119856
3 262 138.123272 24.331050
3 260 199.398850 25.059928
3 248 178.118789 19.104973
3 243 144.632548 46.141088
3 221 167.723496 53.935146
3 203 124.614883 63.007936
3 202 170.811579 4.472136
3 201 112.670470 80.006250
3 200 139.063199 86.005814
3 196 158.971810 23.086793
3 194 120.045103 16.552945
3 187 125.248115 67.623960
3 174 121.118569 14.142136
3 172 169.819337 10.630146
3 149 142.959137 27.202941
3 138 123.057249 21.400935
3 135 152.218198 63.639610
3 128 153.305387 21.377558
3 123 155.245969 12.041595
3 119 198.546073 25.079872
3 110 173.276444 45.880279
3 106 150.904661 59.941638
3 81 108.379674 38.897301
3 68 184.581975 78.644771
3 59 162.690622 26.400758
3 54 165.485732 24.083189
3 36 131.268825 36.138622
3 19 184.860432 42.059482
3 16 105.253326 19.416488
3 11 118.649111 39.115214
3 8 118.269201 10.630146
3 7 143.376597 52.392748
4 592 118.047961 26.870058
4 590 196.387990 56.718604
4 581 188.009145 26.076810
4 576 185.771456 40.816663
4 557 121.002873 43.324358
4 549 158.820725 13.000000
4 546 198.441926 32.695565
4 543 160.066072 26.476405
4 526 117.792534 6.708204
4 523 118.487029 21.189620
4 515 185.314187 24.515301
4 508 138.911104 23.194827
4 507 188.306366 15.132746
4 506 128.273324 17.088007
4 504 161.968353 22.090722
4 503 140.524563 11.661904
4 498 181.578711 29.427878
4 497 117.214321 9.433981
4 492 139.070636 17.720045
4 479 154.855155 26.172505
4 455 168.118983 39.849718
4 451 147.450311 30.016662
4 444 139.437130 28.284271
4 437 130.809605 19.026298
4 420 112.936043 24.738634
4 414 170.705956 38.118237
4 406 115.670037 34.132096
4 389 118.189368 16.278821
4 386 189.355067 15.620499
4 380 133.939239 18.027756
4 376 161.565966 24.515301
4 361 107.403027 47.423623
4 360 130.327229 32.756679
4 345 149.575111 19.849433
4 342 193.174484 20.000000
4 326 151.330101 28.844410
4 293 108.395836 21.633308
4 288 191.616410 23.086793
4 282 111.396173 60.638272
4 246 126.188370 21.095023
4 231 110.103439 14.317821
4 226 196.710361 59.033889
4 211 165.099474 57.384667
4 209 198.409804 27.513633
4 186 124.983684 23.323808
4 185 127.067827 51.312766
4 170 138.934368 24.186773
4 164 106.562395 52.952809
4 159 144.282148 42.201896
4 158 178.005004 20.591260
4 157 161.417550 6.324555
4 156 112.401131 2.828427
4 155 125.455315 11.180340
4 136 100.854681 7.810250
4 135 143.210736 11.180340
4 130 138.391357 17.029386
4 118 171.560637 17.804494
4 115 158.880773 16.124515
4 110 156.580726 15.620499
4 104 160.915703 25.495098
4 95 192.820012 2.236068
4 90 118.146692 38.078866
4 84 168.318730 24.083189
4 82 123.147240 67.742158
4 75 167.721803 55.578773
4 74 161.493214 25.238859
4 68 174.477341 31.240999
4 61 176.117639 15.811388
4 55 153.109624 4.000000
4 50 185.873515 39.623226
4 45 102.306009 12.727922
4 39 163.213063 46.818800
4 24 182.583875 47.169906
4 21 167.405483 23.769729
4 18 161.622867 15.231546
4 12 107.567560 35.510562
4 11 194.473309 26.248809
4 5 100.557235 50.537115
5 593 114.129955 71.112587
5 591 138.755457 35.693137
5 588 178.562239 2.236068
5 569 175.547505 68.963759
5 567 151.156588 15.811388
5 554 104.017553 41.593269
5 544 176.402186 24.758837
5 542 194.367324 14.000000
5 529 142.408911 9.848858
5 524 147.962822 9.486833
5 512 153.248097 21.213203
5 511 198.989636 33.734256
5 496 108.878525 44.181444
5 495 146.068109 30.000000
5 494 117.136328 4.123106
5 483 177.197256 27.459060
5 473 169.215349 31.256999
5 472 184.858131 20.099751
5 457 138.690470 55.226805
5 455 143.692690 36.249138
5 442 160.975769 18.027756
5 436 191.800094 37.696154
5 434 129.566205 46.097722
5 425 163.281778 50.328918
5 419 155.013156 41.436699
5 417 112.150081 28.442925
5 412 130.687261 22.472205
5 392 116.636023 9.000000
5 388 119.717640 50.249378
5 374 125.160570 31.000000
5 361 117.193258 13.453624
5 358 133.847595 44.944410
5 353 163.916027 39.458839
5 321 195.755496 32.572995
5 314 109.395101 32.249031
5 303 115.072615 48.020829
5 294 199.773050 34.525353
5 292 185.797286 2.000000
5 283 109.439940 35.468296
5 278 142.181960 10.000000
5 276 133.760109 33.615473
5 272 162.688037 18.973666
5 251 141.171597 15.297059
5 248 142.638634 6.000000
5 209 108.756145 72.917762
5 205 158.307925 36.013886
5 189 119.835890 26.925824
5 188 177.971494 8.602325
5 185 143.166055 5.385165
5 176 158.526360 24.041631
5 174 121.664185 33.541020
5 170 104.141825 57.035077
5 152 150.326454 26.400758
5 150 151.230390 41.109610
5 129 167.423603 33.136083
5 128 105.339610 12.165525
5 123 163.380470 9.899495
5 122 198.110864 13.892444
5 117 121.975633 13.601471
5 112 183.098111 26.419690
5 106 123.271434 45.891176
5 104 139.168891 34.000000
5 98 116.945706 46.690470
5 97 187.187461 45.099889
5 95 134.924387 49.244289
5 90 126.340807 16.124515
5 80 102.260076 10.295630
5 60 134.697437 21.470911
5 49 112.138093 9.055385
5 43 111.700016 49.517674
5 39 176.879397 7.071068
5 38 145.898202 63.953108
5 16 174.388053 35.128336
5 12 118.050994 15.524175
5 8 188.536836 11.045361
5 7 183.144198 53.009433
6 586 176.358918 8.246211
6 569 108.372726 27.586228
6 552 161.115692 51.000000
6 545 119.524974 52.430907
6 536 166.899086 23.323808
6 531 182.779877 34.655447
6 524 123.666798 50.447993
6 523 117.225540 30.463092
6 517 134.010266 31.622777
6 514 191.090401 18.973666
6 513 122.565150 23.021729
6 507 197.390737 14.142136
6 490 189.201265 14.422205
6 487 144.540783 18.384776
6 475 180.488847 27.586228
6 472 112.472699 38.327536
6 471 183.709673 59.464275
6 459 197.434554 35.057096
6 453 199.660159 33.060551
6 443 118.634060 2.236068
6 440 123.775360 39.962482
6 437 101.920235 27.658633
6 435 153.331497 30.413813
6 430 135.913454 38.418745
6 414 113.620251 30.066593
6 413 130.210895 35.510562
6 398 181.811656 14.866069
6 390 188.008304 12.041595
6 387 148.261888 57.201399
6 380 170.348492 20.099751
6 354 171.152502 11.045361
6 348 124.620807 29.614186
6 345 178.721218 10.630146
6 328 132.268194 48.010416
6 327 144.145780 28.635642
6 325 145.620304 63.150614
6 323 115.048071 37.336309
6 319 167.812579 46.754679
6 316 162.845844 31.622777
6 308 149.058337 33.241540
6 304 158.902980 60.901560
6 303 185.410994 30.016662
6 302 146.449073 30.675723
6 298 148.104245 26.076810
6 297 129.951776 31.622777
6 295 126.937921 46.615448
6 290 160.576944 33.301652
6 283 113.661450 32.449961
6 269 124.372474 20.396078
6 263 160.237103 58.694122
6 259 132.295510 21.000000
6 258 148.147835 13.000000
6 246 162.157338 14.764823
6 243 185.627007 20.615528
6 217 184.061288 46.486557
6 191 175.777590 52.392748
6 186 115.837902 25.000000
6 183 165.872944 31.304952
6 166 163.785893 58.008620
6 158 164.099790 29.206164
6 149 136.221436 41.231056
6 148 134.938395 8.062258
6 143 188.720597 52.773099
6 140 114.942654 55.470713
6 137 167.206589 32.249031
6 126 132.866378 43.863424
6 115 160.562959 22.203603
6 95 182.254659 9.486833
6 94 100.678957 17.492856
6 91 123.408803 48.270074
6 85 131.312996 4.123106
6 83 159.581937 55.317267
6 72 108.819797 27.313001
6 66 177.762070 14.212670
6 58 107.686182 25.000000
6 56 138.771573 31.575307
6 48 104.699990 36.055513
6 40 168.263126 42.011903
6 26 152.433023 31.016125
6 25 129.072465 38.418745
6 10 128.500229 63.198101
6 9 184.728533 41.012193
7 596 177.220299 53.075418
7 595 190.657567 42.449971
7 576 170.355540 48.764741
7 570 161.281588 17.691806
7 566 166.435157 70.114193
7 562 186.193442 37.121422
7 554 127.154532 24.083189
7 553 130.221050 29.017236
7 549 150.293232 5.000000
7 547 163.375968 33.241540
7 536 165.159445 9.848858
7 527 139.013830 33.060551
7 518 178.318622 15.000000
7 509 132.366034 48.166378
7 508 171.880207 15.811388
7 503 138.881581 19.697716
7 500 114.620693 86.556340
7 498 172.559164 33.615473
7 497 162.290383 3.000000
7 492 145.933689 9.486833
7 487 132.141101 10.049876
7 483 171.110180 25.612497
7 476 123.695758 33.105891
7 469 139.827283 30.463092
7 467 109.881753 36.400549
7 450 128.395749 48.754487
7 447 108.090409 32.557641
7 443 162.314776 18.110770
7 437 157.468214 11.401754
7 436 136.590638 18.788294
7 429 147.043309 54.781384
7 423 134.688513 20.000000
7 412 127.248205 49.244289
7 409 117.398849 15.000000
7 399 195.970101 35.114100
7 397 193.683361 38.013156
7 393 103.592291 14.142136
7 380 123.124632 24.758837
7 372 123.904411 2.236068
7 365 153.885523 57.688820
7 333 186.500600 16.970563
7 332 189.063856 49.162994
7 327 192.899353 18.027756
7 325 164.819222 65.122961
7 322 121.429890 51.195703
7 310 164.779560 58.872744
7 308 103.700802 20.000000
7 299 136.050582 38.587563
7 290 137.338724 21.023796
7 281 165.991186 41.773197
7 271 181.984271 13.601471
7 247 169.479825 27.513633
7 238 137.101366 35.735137
7 236 105.680030 43.289722
7 225 109.307108 27.784888
7 221 146.983119 2.828427
7 210 134.075779 22.360680
7 201 117.397517 28.178006
7 198 109.297895 63.505905
7 190 191.543992 44.643029
7 184 153.988154 7.615773
7 176 156.341203 29.529646
7 173 126.232505 63.600314
7 172 181.236359 61.983869
7 162 173.740052 19.104973
7 160 122.202605 27.294688
7 158 174.919720 20.099751
7 155 177.332343 13.453624
7 141 145.327238 12.727922
7 136 198.824132 3.605551
7 125 131.217866 23.769729
7 120 131.827837 38.832976
7 105 187.887988 19.697716
7 98 124.117219 11.401754
7 67 196.647059 9.219544
7 61 109.317877 21.400935
7 59 188.896779 48.104054
7 44 100.347861 7.810250
7 42 145.368459 31.400637
7 29 126.235503 24.698178
7 26 166.339047 26.476405
7 18 127.352731 22.360680
7 12 195.715328 38.897301
8 582 103.440412 29.068884
8 581 133.032760 24.083189
8 556 105.022436 22.360680
8 538 150.423531 23.021729
8 535 167.108539 31.890437
8 533 122.419953 38.078866
8 532 159.721426 22.203603
8 529 158.652531 12.206556
8 526 176.408107 43.416587
8 524 116.062629 11.313708
8 494 184.885036 15.000000
8 492 157.644466 50.219518
8 490 189.802682 54.341513
8 479 107.087641 21.931712
8 474 132.564186 28.600699
8 464 167.135024 10.816654
8 459 152.414879 49.819675
8 456 131.388318 51.195703
8 443 198.352890 42.047592
8 442 184.242716 26.400758
8 440 119.276305 36.055513
8 410 122.470109 10.198039
8 399 180.889775 77.414469
8 392 128.594182 2.236068
8 377 111.366888 34.014703
8 371 181.237637 26.019224
8 370 173.962642 32.015621
8 355 137.602391 6.082763
8 351 147.576684 77.388630
8 338 101.315372 52.497619
8 330 133.317719 15.297059
8 317 151.017096 61.098281
8 309 134.348133 34.539832
8 294 138.340155 24.041631
8 290 101.440627 69.354164
8 272 101.456671 8.602325
8 270 160.760108 19.235384
8 265 161.162053 7.071068
8 258 160.109202 29.017236
8 251 137.168215 26.076810
8 249 177.224683 26.925824
