400 9242
10 78 50.296097
51 29 94.926045
71 7 69.291808
49 82 69.844176
83 91 82.179531
54 84 64.344120
34 79 64.162695
23 56 87.357355
90 22 80.321666
58 64 92.535496
9 80 65.434836
87 49 85.350059
32 64 64.449003
59 48 89.618992
85 36 86.991068
90 96 57.037112
96 69 93.346684
64 60 72.890815
73 94 56.692912
8 86 97.685593
67 76 54.623738
26 40 86.971494
98 21 70.886453
80 73 83.405038
44 40 77.971866
43 86 98.045628
91 25 79.853936
67 82 53.051972
22 71 75.021447
6 97 81.141448
9 77 81.017055
36 45 75.317543
73 19 76.067493
43 68 50.308863
34 45 95.161720
5 14 58.247024
52 64 64.652983
58 90 59.324414
82 63 95.604379
14 10 94.974649
30 80 51.859910
23 22 61.039215
98 72 80.324708
94 38 66.308913
18 35 50.658207
89 14 67.315777
45 26 73.346025
51 76 94.004891
54 19 90.206592
83 70 80.038938
82 79 91.690484
25 11 94.830330
38 18 67.010432
50 58 62.576936
60 66 78.235368
52 86 94.982298
9 78 60.622564
35 26 58.089304
90 51 98.034270
11 66 85.644011
59 1 89.230752
17 72 79.051325
5 29 60.961554
96 45 65.298245
92 64 79.360188
59 88 56.123274
93 23 73.545269
68 6 94.013172
10 47 65.447688
77 92 69.149649
5 16 88.987821
38 54 67.307599
3 99 80.188864
47 86 69.312529
33 1 83.616512
15 69 80.847071
18 66 86.628306
69 83 56.962537
29 23 74.851963
52 88 76.834897
76 98 87.001475
56 7 66.542446
90 48 71.665227
16 37 54.011907
39 79 79.119383
63 92 99.900595
11 95 98.994204
84 82 89.741947
92 21 57.989899
97 38 97.028474
35 32 75.385958
35 27 97.220651
15 10 76.079799
10 93 86.347512
96 61 62.518896
10 46 55.439987
35 11 92.470786
88 19 86.064166
55 60 99.453159
67 77 57.918475
57 44 55.213814
23 15 88.440980
94 64 75.226073
58 65 85.402678
97 97 57.753508
26 48 58.842585
27 7 66.249750
44 12 94.381814
88 82 65.805122
75 37 91.101712
59 71 71.216711
36 54 52.806597
24 82 57.644159
11 52 92.881938
3 54 56.818504
44 14 86.763542
40 66 92.782533
34 88 55.812708
54 91 76.505489
10 22 50.772432
32 1 52.841182
89 93 51.891447
1 85 97.993083
55 29 78.920981
29 7 88.238959
92 78 60.511979
86 78 84.360969
81 31 80.709746
4 47 96.576145
80 76 83.814127
21 24 88.628220
48 36 51.789959
61 43 72.255107
20 65 63.854294
45 8 87.192637
62 16 80.008615
37 37 72.696879
57 51 53.442387
28 71 74.390429
4 34 88.502001
12 12 94.544099
60 41 95.607140
98 82 91.308598
44 26 52.188258
75 47 88.489079
55 28 98.127102
20 7 88.951799
58 76 81.271612
82 47 53.939810
97 21 65.457288
54 40 82.044045
48 69 56.780992
42 32 67.348735
54 47 80.037128
68 0 85.701974
0 399 111.175389 54.671748
0 397 181.098214 13.453624
0 390 140.125885 26.076810
0 388 172.594880 19.416488
0 382 174.250503 25.632011
0 381 107.754139 6.403124
0 378 149.851321 26.419690
0 376 177.830421 16.155494
0 351 152.264353 35.510562
0 350 177.559909 9.219544
0 345 152.215696 24.083189
0 340 112.281583 23.345235
0 335 122.953666 10.198039
0 328 159.100470 17.720045
0 319 161.062442 41.000000
0 313 199.957669 23.537205
0 294 148.188668 57.306195
0 289 152.276723 16.552945
0 276 182.574865 4.242641
0 266 152.565183 7.280110
0 262 129.254881 35.846897
0 254 178.829069 33.301652
0 246 130.468782 22.203603
0 245 191.798106 42.720019
0 244 186.708689 63.007936
0 242 161.383358 71.400280
0 234 155.886195 3.605551
0 224 100.270673 13.601471
0 206 196.080828 33.376639
0 204 115.960450 51.088159
0 199 171.674621 47.434165
0 187 107.256217 13.038405
0 182 197.058664 30.594117
0 180 111.800505 57.706152
0 163 179.851098 20.615528
0 146 171.309168 34.000000
0 112 119.554644 11.401754
0 107 129.702419 30.805844
0 101 149.139589 39.319207
0 97 171.818997 17.029386
0 90 107.262328 39.698866
0 86 101.355284 39.204592
0 80 184.100580 38.288379
0 78 130.215994 39.115214
0 77 160.455754 39.824616
0 71 145.163022 5.385165
0 63 130.173663 35.777088
0 34 108.644421 29.529646
0 33 197.439746 49.030603
0 30 112.748528 71.693793
0 19 161.209604 15.811388
0 12 126.694626 27.586228
0 11 191.577597 56.718604
1 395 191.678386 49.658836
1 393 118.492732 32.756679
1 353 178.286285 63.953108
1 336 153.061744 64.498062
1 334 174.378927 19.104973
1 333 178.556959 7.280110
1 332 149.142573 64.761099
1 311 190.339377 7.211103
1 290 150.231579 11.180340
1 276 156.398790 68.154237
1 256 187.398041 32.310989
1 253 162.032084 9.486833
1 245 136.249887 106.780148
1 234 158.707209 72.801099
1 214 181.586728 17.492856
1 201 165.952306 12.529964
1 186 107.846797 35.341194
1 135 153.405725 22.090722
1 132 173.214634 52.478567
1 121 109.202082 37.000000
1 110 137.506306 26.627054
1 105 103.430628 33.837849
1 94 169.657836 54.405882
1 74 182.669328 26.683328
1 66 133.604291 52.153619
1 62 178.302257 29.732137
1 61 180.109074 32.140317
1 39 146.352819 70.604532
1 37 139.511862 92.655275
1 30 106.803700 5.000000
1 8 137.930416 69.892775
1 4 131.190248 29.546573
2 395 125.296432 60.827625
2 389 116.216701 73.061618
2 388 184.251992 66.241981
2 384 199.675359 50.635956
2 383 194.773660 20.615528
2 321 133.394565 18.973666
2 320 190.014736 15.297059
2 319 145.005239 85.615419
2 313 189.793354 37.054015
2 306 177.412777 13.000000
2 301 107.037323 6.708204
2 296 126.043242 74.148500
2 285 136.119986 18.439089
2 245 188.624051 6.324555
2 240 191.995548 12.806248
2 237 143.966783 7.071068
2 224 142.029777 54.571055
2 220 165.210182 31.780497
2 219 153.168865 32.756679
2 215 179.536082 53.935146
2 211 168.640811 24.166092
2 203 122.826701 7.071068
2 153 162.205411 16.643317
2 140 102.245102 22.203603
2 122 101.128958 29.154759
2 117 142.314484 30.528675
2 116 148.597921 13.416408
2 115 140.640820 86.608314
2 113 149.118185 17.117243
2 102 186.528337 48.795492
2 101 171.831067 16.278821
2 100 174.414617 22.561028
2 99 102.745038 28.160256
2 94 156.083059 54.203321
2 81 174.089975 57.489129
2 44 197.518697 83.546394
2 37 189.477624 54.230987
2 36 164.104711 22.847319
2 28 142.523936 1.414214
2 10 179.270978 49.335586
2 3 141.517488 56.000000
3 396 149.561259 25.000000
3 375 105.314220 76.216796
3 374 177.637474 14.422205
3 355 138.185310 15.811388
3 344 197.309768 7.071068
3 331 121.604257 58.051701
3 329 180.215086 29.427878
3 314 162.519951 12.041595
3 312 174.773122 78.000000
3 309 159.751169 31.240999
3 306 131.160762 52.392748
3 304 197.599823 59.774577
3 300 121.956579 16.124515
3 294 133.405864 20.518285
3 292 198.728781 18.788294
3 287 164.271064 32.310989
3 282 182.003785 11.661904
3 276 139.369601 50.447993
3 272 113.389248 2.236068
3 269 168.532122 50.119856
3 268 111.200668 16.278821
3 265 187.803865 8.062258
3 254 171.277160 22.360680
3 229 167.283727 10.000000
3 202 161.893840 4.472136
3 201 168.795857 80.006250
3 196 156.761351 23.086793
3 180 125.998552 12.041595
3 137 111.319793 23.323808
3 123 136.032330 12.041595
3 119 167.516040 25.079872
3 105 160.881052 38.587563
3 92 141.346550 22.803509
3 89 145.153514 32.557641
3 85 199.066362 44.283180
3 83 138.656318 68.264193
3 74 166.757771 46.324939
3 64 179.281448 17.464249
3 40 101.176269 43.046487
3 33 141.530894 25.709920
3 25 139.032617 41.617304
3 19 132.337030 42.059482
3 15 139.130717 14.035669
3 10 160.989196 17.492856
3 7 165.742894 52.392748
3 5 137.859498 20.615528
4 398 125.260260 24.083189
4 395 147.746679 20.124612
4 393 177.229098 18.867962
4 389 138.649509 16.278821
4 384 116.278801 68.066144
4 379 188.429767 35.468296
4 377 126.453374 16.278821
4 368 187.555961 17.117243
4 346 155.713494 51.546096
4 344 188.347214 46.270941
4 337 156.351818 60.745370
4 335 112.474845 37.013511
4 334 114.345765 25.961510
4 333 167.671611 22.360680
4 332 148.507175 52.392748
4 322 181.861805 52.086467
4 315 128.552663 68.658576
4 311 189.853725 22.472205
4 310 127.015319 58.463664
4 303 127.619024 26.907248
4 293 128.510043 21.633308
4 277 193.773090 12.041595
4 276 106.900472 38.626416
4 267 129.686312 27.856777
4 265 135.303984 45.276926
4 256 145.933089 23.430749
4 252 162.023342 55.009090
4 249 174.434700 61.000000
4 223 106.922286 36.878178
4 221 127.766236 6.000000
4 214 112.294198 18.248288
4 209 132.182546 27.513633
4 207 175.512915 24.186773
4 202 189.523297 49.040799
4 197 170.832054 54.781384
4 172 191.791715 61.983869
4 169 177.953063 29.120440
4 162 197.285428 11.000000
4 160 179.347676 19.416488
4 157 133.666557 6.324555
4 156 185.632642 2.828427
4 148 135.699494 15.811388
4 146 146.141403 10.295630
4 135 199.978407 11.180340
4 130 103.371104 17.029386
4 129 194.648578 23.323808
4 128 181.840212 62.241465
4 121 131.923767 8.000000
4 113 184.502303 68.264193
4 111 108.855531 21.540659
4 110 159.542791 15.620499
4 100 113.012345 63.134776
4 97 102.628622 26.000000
4 81 166.443263 22.627417
4 78 142.698657 63.906181
4 77 137.932605 24.413111
4 67 112.376352 12.206556
4 63 104.721999 58.872744
4 61 112.367305 15.811388
4 54 119.298638 29.614186
4 37 132.488234 65.007692
4 18 124.661504 15.231546
4 12 151.481184 35.510562
5 396 108.001149 7.071068
5 370 114.184800 43.046487
5 363 122.313238 15.811388
5 362 199.792865 19.209373
5 358 192.137863 44.944410
5 345 119.598666 32.984845
5 344 179.140540 18.027756
5 341 125.804420 66.490601
5 330 105.231308 21.260292
5 329 114.840034 10.440307
5 322 171.945823 21.189620
5 318 105.209715 10.198039
5 316 118.211138 24.596748
5 303 166.594401 48.020829
5 300 187.049927 10.440307
5 298 150.134905 18.027756
5 294 151.096703 34.525353
5 292 195.905459 2.000000
5 254 109.677696 15.000000
5 251 164.109048 15.297059
5 246 198.534081 47.042534
5 243 176.120959 32.249031
5 242 106.807705 35.468296
5 228 136.466686 74.518454
5 219 188.497312 28.284271
5 217 111.529704 4.000000
5 189 148.833991 26.925824
5 185 107.795949 5.385165
5 181 144.017938 24.166092
5 179 173.495495 72.090221
5 175 159.277133 36.674242
5 137 152.019087 33.241540
5 128 187.680295 12.165525
5 123 181.590371 9.899495
5 122 151.811952 13.892444
5 115 179.818158 52.325902
5 113 101.189037 36.138622
5 105 130.952492 46.324939
5 100 105.622579 34.928498
5 89 106.420345 19.104973
5 66 145.792526 29.614186
5 64 177.568401 15.297059
5 58 111.630060 67.675697
5 39 164.003664 7.071068
5 24 144.162802 6.082763
5 18 198.679987 40.024992
5 16 114.138569 35.128336
5 11 195.259505 47.169906
5 7 194.585446 53.009433
6 392 123.816265 40.447497
6 377 159.368553 7.615773
6 376 193.119527 16.000000
6 371 199.937224 47.413078
6 368 166.176259 11.401754
6 354 129.586212 11.045361
6 350 188.434536 39.849718
6 345 177.705963 10.630146
6 334 178.420204 33.060551
6 327 196.230485 28.635642
6 326 121.723901 30.083218
6 311 151.915698 31.780497
6 301 155.507619 69.202601
6 299 173.742988 30.265492
6 296 139.595993 46.324939
6 291 137.097990 21.470911
6 274 125.554940 84.172442
6 268 119.414151 40.311289
6 262 138.287027 24.000000
6 258 156.507432 13.000000
6 256 125.036730 26.419690
6 213 144.707372 30.413813
6 208 102.299959 12.041595
6 193 102.605131 69.856997
6 187 156.337431 38.327536
6 186 166.303623 25.000000
6 185 146.767933 42.941821
6 184 155.017419 13.601471
6 177 180.442192 62.201286
6 162 142.027438 5.830952
6 157 149.602865 14.866069
6 152 104.258457 30.528675
6 151 101.395992 41.036569
6 146 142.722391 10.049876
6 126 104.195682 43.863424
6 118 167.572250 21.023796
6 111 172.308604 28.160256
6 108 192.630218 17.029386
6 104 145.278213 16.155494
6 102 150.728807 22.203603
6 95 188.860703 9.486833
6 90 167.002114 32.015621
6 87 102.644506 15.000000
6 85 144.368322 4.123106
6 63 140.745102 53.712196
6 54 142.240499 24.083189
6 45 181.466311 22.022716
6 44 166.300042 12.806248
6 43 161.654650 51.351728
6 42 119.753338 39.962482
6 39 122.807474 39.812058
6 29 186.691380 32.015621
6 24 164.460710 40.024992
6 18 125.107433 6.082763
7 390 189.296511 25.495098
7 376 120.798141 32.140317
7 374 191.411056 43.000000
7 371 136.064445 45.398238
7 333 175.815560 16.970563
7 327 171.853248 18.027756
7 319 178.091883 56.859476
7 290 125.418424 21.023796
7 277 176.111706 15.652476
7 276 179.487875 45.607017
7 271 168.140816 13.601471
7 256 180.307387 17.464249
7 254 147.060125 38.013156
7 231 140.449420 7.810250
7 209 172.937605 21.095023
7 204 192.338338 25.298221
7 203 191.178227 90.138782
7 196 161.798308 29.427878
7 184 159.340452 7.615773
7 175 193.822732 27.073973
7 160 106.166630 27.294688
7 157 100.085554 10.000000
7 155 136.063231 13.453624
7 149 187.632941 36.400549
7 135 166.385596 12.369317
7 129 197.717881 29.732137
7 127 107.386279 25.179357
7 120 189.193070 38.832976
7 115 184.409261 8.485281
7 110 171.846988 8.944272
7 102 114.300503 37.576588
7 95 173.705773 7.000000
7 84 192.645129 26.683328
7 69 105.711558 32.388269
7 68 109.770217 38.209946
7 67 168.460689 9.219544
7 66 177.564807 28.653098
7 65 187.862100 64.621978
7 56 193.879114 47.095647
7 55 153.676512 8.246211
7 50 167.349975 37.013511
7 44 162.019929 7.810250
7 42 133.983900 31.400637
7 25 114.410100 53.338541
7 21 102.469349 17.804494
7 18 106.921505 22.360680
7 16 106.748438 40.199502
8 398 193.647576 30.594117
8 392 168.719813 2.236068
8 377 166.088890 34.014703
8 370 187.470308 32.015621
8 360 174.886442 65.000000
8 354 166.174443 42.720019
8 346 123.533539 72.201108
8 345 162.519383 33.136083
8 343 132.560039 17.720045
8 300 121.251421 12.041595
8 298 169.905662 21.470911
8 291 121.753109 53.160135
8 287 105.660682 38.327536
8 286 141.752650 66.287254
8 265 136.053612 7.071068
8 260 179.366455 35.510562
8 255 134.397780 51.088159
8 254 141.765170 13.152946
8 244 189.136672 50.911688
8 235 102.858469 44.911023
8 230 119.329977 60.539243
8 211 176.998772 26.172505
8 188 196.737582 8.485281
8 162 173.006489 46.010868
8 152 144.348746 33.301652
8 151 158.757512 29.068884
8 150 106.990388 52.153619
8 146 158.758846 51.088159
8 133 161.226861 28.442925
8 105 113.911893 38.209946
8 91 165.507284 52.430907
8 80 154.874436 6.324555
8 74 182.631705 45.967380
8 68 131.596174 70.455660
8 60 142.344745 31.953091
8 59 157.518148 15.811388
8 54 197.770618 18.027756
8 43 165.878284 58.600341
8 30 120.037531 74.094534
8 24 130.330657 5.385165
8 15 187.129705 22.847319
8 14 189.943193 79.120162
8 10 152.083766 22.022716
9 372 192.790387 36.055513
9 371 131.695843 14.764823
9 370 188.137377 13.038405
9 355 172.156841 34.525353
9 354 166.093622 33.286634
9 353 129.902547 17.720045
9 334 161.293513 27.294688
9 332 168.952091 19.235384
9 330 149.232524 40.360872
9 327 138.292284 17.262677
9 315 165.689673 100.722391
9 314 122.239012 31.384710
9 303 182.641031 14.317821
9 294 124.447185 11.180340
9 292 129.229400 43.416587
9 283 141.399877 11.180340
9 277 185.674045 50.159745
9 250 143.141293 43.382024
9 210 106.907162 56.859476
9 172 140.548482 41.868843
9 161 125.772998 48.166378
9 152 138.503336 56.515485
9 149 182.893226 4.242641
9 142 183.291146 23.194827
9 141 136.273953 41.194660
9 133 148.771510 8.602325
9 119 103.328677 29.068884
9 109 166.604610 68.249542
9 67 135.901215 42.449971
9 59 193.271869 46.097722
9 50 118.688376 14.866069
9 47 128.691601 20.124612
9 32 124.967712 88.090862
9 29 106.825753 9.848858
9 10 100.848443 48.083261
10 387 191.061334 42.544095
10 381 136.728300 65.787537
10 378 162.141955 51.739733
10 370 160.013425 39.115214
10 366 185.960823 30.594117
10 365 100.434240 101.651365
10 363 125.703098 9.433981
10 357 108.199835 38.910153
10 325 183.075270 17.029386
10 324 150.150283 13.038405
10 320 137.429236 53.254108
10 310 124.475148 11.000000
10 282 135.824328 9.055385
10 272 180.570529 18.788294
10 268 131.382309 33.421550
10 263 176.372810 14.866069
10 260 106.343527 31.144823
10 248 169.885645 19.723083
10 220 159.266036 17.888544
10 211 189.634673 35.355339
10 205 106.159598 59.682493
10 202 108.037546 21.954498
10 188 192.963350 16.763055
10 177 172.764209 51.971146
10 153 143.938761 33.541020
10 128 186.235219 16.278821
10 120 191.452584 30.870698
10 119 172.630363 32.388269
10 88 111.202931 47.074409
10 72 198.278337 76.655072
10 71 173.478805 68.029405
10 60 102.264265 43.931765
10 12 135.006637 38.470768
11 391 135.620761 81.835200
11 386 162.277691 30.675723
11 371 120.967460 27.166155
11 366 136.055000 42.000000
11 354 187.980789 19.798990
11 344 129.167295 34.058773
11 342 119.130271 32.015621
11 334 138.131072 15.264338
11 327 166.596531 3.162278
11 325 143.605418 48.764741
11 309 173.955401 13.341664
11 308 147.167060 9.219544
11 295 174.987727 28.861739
11 292 150.328211 45.486262
11 284 153.510587 85.475143
11 278 144.873373 49.040799
11 260 109.594247 45.011110
11 243 143.145260 44.553339
11 229 151.032971 29.154759
11 226 117.631793 34.205263
11 219 136.108610 60.207973
11 205 123.797180 40.521599
11 198 161.570555 45.011110
11 188 122.343829 47.423623
11 181 115.249764 68.622154
11 168 134.200917 24.020824
11 161 133.546760 34.000000
11 155 113.528101 21.023796
11 149 107.679723 17.029386
11 146 135.811025 36.069378
11 145 148.534737 65.069194
11 142 143.300483 11.401754
11 133 198.088716 21.023796
11 127 169.502197 9.219544
11 118 179.355483 8.485281
11 111 186.069505 12.369317
11 104 198.669492 41.000000
11 88 198.485754 40.049969
11 87 124.200577 39.051248
11 74 165.266023 7.211103
11 72 142.091172 56.356011
11 61 198.155978 41.340053
11 55 112.433083 23.345235
11 54 117.078900 24.698178
11 44 148.484188 27.459060
11 33 165.943669 60.307545
11 22 161.952272 25.298221
11 19 158.078435 41.194660
12 397 109.088930 31.016125
12 388 112.985243 36.138622
12 382 175.710229 10.770330
12 379 145.197540 53.600373
12 377 136.782423 19.697716
12 356 137.280783 18.384776
12 355 167.541369 11.661904
12 348 152.032187 6.403124
12 347 171.481700 41.109610
12 346 101.088129 54.918121
12 343 165.560287 2.236068
12 329 179.161423 22.803509
12 326 136.899154 54.083269
12 322 114.095025 27.202941
12 316 122.461906 16.552945
12 315 134.987870 65.795137
12 310 183.597222 27.658633
12 308 101.817389 45.880279
12 302 121.057375 39.357337
12 291 182.266714 35.902646
12 288 100.303143 47.010637
12 278 145.257952 12.206556
12 276 147.532737 23.345235
12 272 142.394316 25.238859
12 262 143.413929 11.045361
12 254 159.965819 5.830952
12 251 159.473215 26.172505
12 244 191.898118 47.423623
12 211 125.909489 23.021729
12 206 121.425488 54.817880
12 204 149.976553 55.362442
12 201 134.998418 66.400301
12 189 134.410731 37.202150
12 187 125.686782 40.360872
12 184 180.195958 31.890437
12 178 171.193154 10.440307
12 176 162.967565 13.152946
12 175 147.737327 29.017236
12 160 123.225340 41.109610
12 147 134.449265 5.830952
12 139 148.825455 11.000000
12 126 188.785628 60.083276
12 120 113.610688 21.470911
12 117 185.724609 16.552945
12 115 102.880652 39.661064
12 104 136.072594 19.416488
12 90 120.712479 12.206556
12 89 186.477874 33.615473
12 80 137.889984 11.180340
12 77 141.769854 50.249378
12 69 168.744588 23.537205
12 64 138.193127 30.016662
12 59 187.027806 9.219544
12 55 116.277325 32.202484
12 52 180.587443 49.648766
12 51 130.441735 54.671748
12 41 176.243144 61.465437
12 39 140.060658 14.317821
12 19 122.339853 14.866069
13 393 102.152633 16.278821
13 374 161.486146 45.011110
13 372 172.316406 2.000000
13 354 137.151051 7.211103
13 342 195.896877 15.000000
13 333 198.003188 16.401219
13 316 117.347009 47.010637
13 306 167.090030 74.330344
13 292 160.970753 53.000000
13 291 165.084336 34.365681
13 271 190.315371 13.416408
13 262 195.420018 32.649655
13 256 113.909791 19.697716
13 253 179.100998 14.212670
13 231 109.030706 7.615773
13 225 199.634400 26.627054
13 223 181.981650 42.438190
13 221 145.103301 1.000000
13 219 120.346880 55.901699
13 204 168.459524 23.086793
13 201 182.993285 26.925824
13 183 162.116734 23.021729
13 171 137.204112 21.840330
13 169 121.186412 31.764760
13 164 149.144539 59.841457
13 161 153.481437 17.204651
13 160 101.773855 25.495098
13 159 179.586274 48.020829
13 157 129.724581 7.810250
13 156 141.834513 5.385165
13 146 101.926127 16.763055
13 140 131.877214 71.112587
13 127 103.320659 27.294688
13 124 174.242533 22.472205
13 111 169.028266 15.264338
13 103 199.217536 29.529646
13 96 172.245721 29.206164
13 95 186.375275 6.324555
13 88 166.307566 37.202150
13 77 133.216474 29.000000
13 69 151.459611 31.780497
13 59 156.622937 48.918299
13 55 128.636491 8.062258
13 47 165.369402 43.185646
13 45 135.723935 9.219544
13 42 137.667198 29.614186
13 15 165.003802 67.742158
14 375 117.705585 23.706539
14 365 182.770498 2.000000
14 351 185.350682 6.403124
14 345 186.165110 48.020829
14 341 165.763783 8.544004
14 333 147.467416 62.641839
14 328 123.369222 37.576588
14 326 186.950195 24.331050
14 306 196.611955 70.611614
14 293 176.850659 27.202941
14 286 188.724050 21.023796
14 280 176.198229 29.154759
14 239 106.575240 25.000000
14 234 130.558563 42.011903
14 232 178.124356 19.924859
14 228 138.452454 34.885527
14 225 133.879222 62.289646
14 223 152.366889 12.649111
14 193 107.480720 32.388269
14 191 133.096758 20.000000
14 189 124.612610 80.504658
14 169 193.855995 32.000000
14 159 199.404324 6.708204
14 158 157.829084 50.990195
14 155 145.315606 54.451814
14 141 156.027261 60.745370
14 126 186.465575 2.236068
14 114 110.685007 15.811388
14 98 191.751196 65.436993
14 86 124.132773 3.000000
14 76 175.688810 15.811388
14 72 109.456781 23.086793
14 70 106.903271 11.704700
14 69 161.039492 38.483763
14 63 195.621891 16.552945
14 50 172.667054 81.841310
14 37 108.506907 36.796739
15 390 118.991113 71.386273
15 369 159.617249 99.403219
15 368 105.118862 70.405966
15 354 195.841772 61.294372
15 347 148.341298 42.201896
15 344 181.317091 21.095023
15 306 102.417012 58.137767
15 294 178.899861 31.304952
15 270 159.441447 28.635642
15 260 140.869467 21.095023
15 248 112.779083 25.612497
15 226 111.808337 32.202484
15 218 148.350186 105.948101
15 202 145.875841 18.027756
15 147 136.420947 34.539832
15 145 142.206181 95.880134
15 139 145.280166 30.528675
15 133 194.250031 32.202484
15 100 187.521787 63.245553
15 65 101.307427 63.890531
15 49 180.715606 23.706539
15 39 198.206794 26.419690
15 26 193.058623 91.197588
15 24 104.848379 26.925824
15 16 173.895604 29.154759
16 398 102.515404 39.698866
16 396 111.751651 36.221541
16 386 134.935096 40.000000
16 382 198.137295 34.828150
16 377 184.418704 37.802116
16 366 143.442003 20.615528
16 353 117.128407 9.848858
16 348 144.035953 27.202941
16 342 148.560865 54.147945
16 333 112.970179 52.611786
16 318 192.377251 39.217343
16 299 129.877956 25.000000
16 287 115.387191 14.035669
16 282 171.277112 31.064449
16 281 189.319404 33.241540
16 272 156.256658 19.235384
16 270 184.056196 43.011626
16 265 101.127740 17.262677
16 263 104.606844 23.706539
16 260 129.932037 23.769729
16 256 137.548688 24.186773
16 252 146.813026 63.324561
16 226 175.212203 17.804494
16 208 131.798719 36.878178
16 198 134.334813 23.345235
16 190 176.519630 8.544004
16 186 112.514325 22.000000
16 175 132.541607 13.152946
16 174 169.578252 9.219544
16 156 117.362705 41.231056
